reading_id,timestamp,year,month,hour,day_of_week,is_weekend,is_rush_hour,season,station_id,station_type,elevation_m,near_highway,near_industry,temp_c,humidity_pct,wind_speed_ms,wind_dir_deg,pressure_hpa,precipitation_mm,visibility_km,temp_inversion,pm25,pm10,no2,o3,so2,co,benzene,aqi,label_respiratory_risk,label_cardiovascular_risk,label_vulnerable_alert,label_outdoor_warning,label_industrial_event
RDG0006859,2023-01-09 08:00:00,2023,1,8,0,0,1,Winter,STN_URBAN_02,Urban,110.9,0,0,-15.1,83.1,0.6,237.0,1011.1,0.0,7.1,0,22.1,32.0,67.5,42.5,5.8,2.35,2.09,72,0,0,1,0,0
RDG0003277,2021-12-20 17:00:00,2021,12,17,0,0,1,Winter,STN_SUBURB_02,Suburban,42.9,0,0,16.8,53.5,0.7,103.2,1011.7,0.0,10.9,0,10.2,13.9,49.0,46.1,2.0,1.72,9.51,42,0,0,0,0,1
RDG0006319,2022-11-13 11:00:00,2022,11,11,6,1,0,Fall,STN_SUBURB_02,Suburban,65.3,0,0,6.7,67.3,1.1,254.1,1003.7,0.0,11.7,0,99.1,197.2,15.8,25.1,35.8,2.04,4.72,174,1,1,1,1,0
RDG0006634,2022-12-18 02:00:00,2022,12,2,6,1,0,Winter,STN_SUBURB_01,Suburban,107.7,0,0,-1.2,60.6,5.3,203.2,1017.6,0.0,4.5,0,12.1,20.6,37.6,46.4,5.5,2.8,3.79,51,0,0,1,0,0
RDG0004068,2022-03-16 15:00:00,2022,3,15,2,0,0,Spring,STN_RURAL_01,Rural,577.1,0,0,10.0,64.5,0.5,32.1,,0.0,12.3,0,18.8,30.5,12.2,27.4,2.6,0.7,0.79,65,0,0,1,0,1
RDG0004408,2022-04-19 20:00:00,2022,4,20,1,0,0,Spring,STN_RURAL_01,Rural,364.1,0,0,8.8,59.5,7.0,245.0,,0.0,10.2,0,1.8,2.0,16.5,36.3,3.4,2.72,3.94,8,0,0,0,0,0
RDG0006188,2022-10-28 06:00:00,2022,10,6,4,0,0,Fall,STN_SUBURB_02,Suburban,82.1,0,0,6.8,70.2,0.2,305.0,1011.4,0.0,4.7,0,11.2,18.8,16.4,32.8,3.8,1.46,2.47,47,0,0,0,0,0
RDG0008614,2023-07-28 23:00:00,2023,7,23,4,0,0,Summer,STN_RURAL_01,Rural,294.5,0,0,28.6,84.6,3.3,320.8,1007.7,0.0,7.4,0,8.7,22.9,5.8,16.4,10.1,2.3,2.16,36,0,0,0,0,0
RDG0007429,2023-03-14 07:00:00,2023,3,7,1,0,1,Spring,STN_URBAN_02,Urban,66.2,0,0,8.5,56.5,3.7,,1013.6,0.0,14.5,0,16.2,26.7,27.1,155.2,20.4,1.24,7.57,60,0,0,1,1,1
RDG0003222,2021-12-14 00:00:00,2021,12,0,1,0,0,Winter,STN_RURAL_01,Rural,237.7,0,0,7.0,72.6,0.5,293.4,1005.1,0.0,8.7,0,14.0,28.7,21.8,44.0,2.2,1.29,1.46,55,0,0,1,0,0
RDG0008235,2023-06-14 22:00:00,2023,6,22,2,0,0,Summer,STN_SUBURB_02,Suburban,102.8,0,0,35.1,38.8,1.8,294.0,1032.6,0.0,5.3,0,12.6,22.6,15.4,39.9,25.9,5.84,2.26,52,0,0,1,0,0
RDG0000451,2021-02-19 12:00:00,2021,2,12,4,0,0,Winter,STN_INDUSTRIAL_01,Industrial,42.7,1,1,3.8,98.5,6.8,147.6,1012.6,0.0,30.0,0,37.8,78.0,170.6,30.0,34.5,2.73,7.2,107,1,0,1,1,1
RDG0003731,2022-02-07 17:00:00,2022,2,17,0,0,1,Winter,STN_URBAN_02,Urban,97.1,0,0,-1.0,82.2,4.3,,1014.4,0.0,,0,12.5,32.1,215.6,1.0,10.4,2.07,7.71,52,0,1,1,1,1
RDG0008979,2023-09-07 00:00:00,2023,9,0,3,0,0,Fall,STN_URBAN_01,Urban,40.5,1,0,19.3,69.9,4.3,322.8,1011.1,0.0,11.0,0,26.1,50.6,64.8,59.6,6.9,5.36,2.79,80,0,0,1,0,0
RDG0004986,2022-06-23 07:00:00,2022,6,7,3,0,1,Summer,STN_RURAL_01,Rural,491.1,0,0,20.5,51.3,6.9,102.9,1028.4,0.0,11.7,0,48.9,83.0,24.6,20.2,12.1,1.14,3.12,134,0,0,1,1,0
RDG0003663,2022-01-30 09:00:00,2022,1,9,6,1,1,Winter,STN_SUBURB_02,Suburban,102.1,0,0,7.2,86.5,0.5,180.0,1008.7,0.0,13.3,0,58.4,106.8,39.6,14.1,8.3,11.29,7.86,152,1,1,1,1,1
RDG0002763,2021-10-24 12:00:00,2021,10,12,6,1,0,Fall,STN_SUBURB_02,Suburban,78.6,0,0,30.8,50.7,0.6,150.9,1019.5,0.0,18.2,0,4.9,15.6,23.1,25.9,29.8,5.33,,20,0,0,0,0,0
RDG0000658,2021-03-13 13:00:00,2021,3,13,5,1,0,Spring,STN_SUBURB_01,Suburban,81.7,0,0,12.2,59.2,1.4,331.5,1019.1,20.0,10.1,0,50.4,84.4,23.2,38.8,7.3,1.61,8.11,138,1,1,1,1,1
RDG0007724,2023-04-18 11:00:00,2023,4,11,1,0,0,Spring,STN_RURAL_01,Rural,523.7,0,0,-0.0,40.4,19.6,137.4,1003.0,0.0,2.6,0,1.0,7.4,8.0,16.2,13.5,1.02,2.12,4,0,0,0,0,0
RDG0007722,2023-04-18 03:00:00,2023,4,3,1,0,0,Spring,STN_URBAN_01,Urban,111.6,1,0,25.4,85.1,3.5,330.6,1014.1,1.0,14.5,0,20.5,25.2,87.8,4.3,32.7,2.63,0.92,69,0,0,1,0,0
RDG0004620,2022-05-12 20:00:00,2022,5,20,3,0,0,Spring,STN_INDUSTRIAL_01,Industrial,23.1,1,1,13.5,50.5,18.4,328.9,1028.4,0.0,2.6,0,1.0,2.0,40.3,51.9,30.5,3.42,2.95,4,0,0,0,0,0
RDG0000999,2021-04-16 20:00:00,2021,4,20,4,0,0,Spring,STN_SUBURB_02,Suburban,11.0,0,0,12.8,47.1,5.8,61.6,1006.2,0.0,5.7,0,11.0,29.6,82.4,20.2,8.0,0.76,2.27,46,0,0,0,0,0
RDG0000389,2021-02-13 04:00:00,2021,2,4,5,1,0,Winter,STN_INDUSTRIAL_01,Industrial,47.0,1,1,-0.9,48.0,4.2,194.9,1008.0,0.0,5.4,0,21.3,25.2,54.1,4.2,21.1,1.75,10.22,70,0,0,1,0,1
RDG0003407,2022-01-03 20:00:00,2022,1,20,0,0,0,Winter,STN_INDUSTRIAL_01,Industrial,48.9,1,1,12.1,94.6,0.4,110.1,1009.1,0.0,5.7,0,34.3,68.1,59.9,7.6,40.0,4.7,8.39,98,0,0,1,0,1
RDG0001476,2021-06-06 10:00:00,2021,6,10,6,1,0,Summer,STN_SUBURB_02,Suburban,106.7,0,0,20.6,37.8,0.0,57.4,1029.1,0.0,3.3,0,31.7,59.9,18.0,78.9,40.1,3.05,9.74,92,0,0,1,0,1
RDG0002240,2021-08-30 00:00:00,2021,8,0,0,0,0,Summer,STN_URBAN_01,Urban,48.0,1,0,36.1,52.8,1.0,305.2,1017.8,0.5,2.1,0,15.3,27.9,66.7,17.2,1.9,3.94,,58,0,0,1,0,0
RDG0002386,2021-09-14 16:00:00,2021,9,16,1,0,1,Fall,STN_RURAL_01,Rural,464.3,0,0,7.7,48.3,0.4,192.6,1006.7,0.0,7.5,0,68.8,93.5,9.4,35.9,5.7,1.46,4.62,158,1,1,1,1,0
RDG0009165,2023-09-28 15:00:00,2023,9,15,3,0,0,Fall,STN_RURAL_01,Rural,346.8,0,0,18.6,48.4,3.8,265.7,1015.2,0.0,,0,1.6,4.6,11.4,33.6,1.6,1.75,2.26,7,0,0,0,0,0
RDG0000992,2021-04-15 14:00:00,2021,4,14,3,0,0,Spring,STN_RURAL_01,Rural,505.1,0,0,16.4,33.5,1.8,170.1,1005.4,0.0,9.3,0,47.7,87.6,30.7,33.3,1.7,1.58,0.89,131,1,0,1,1,0
RDG0004997,2022-06-24 03:00:00,2022,6,3,4,0,0,Summer,STN_URBAN_01,Urban,45.6,1,0,25.4,82.8,11.9,33.9,1018.0,0.0,6.6,0,1.0,4.3,128.6,6.0,11.5,4.13,4.36,4,0,0,1,0,0
RDG0003922,2022-03-01 11:00:00,2022,3,11,1,0,0,Spring,STN_URBAN_02,Urban,35.0,0,0,5.0,60.6,0.6,81.7,1002.6,0.5,18.8,0,11.5,17.6,73.2,2.6,1.4,3.03,10.48,48,0,0,0,0,1
RDG0002972,2021-11-15 21:00:00,2021,11,21,0,0,0,Fall,STN_RURAL_01,Rural,224.2,0,0,19.5,93.8,1.4,1.5,1014.5,0.0,3.3,0,8.7,11.8,9.0,14.2,8.6,1.43,,36,0,0,0,0,0
RDG0003386,2022-01-01 23:00:00,2022,1,23,5,1,0,Winter,STN_SUBURB_02,Suburban,62.9,0,0,1.0,68.4,2.3,315.2,1020.7,0.0,7.8,0,96.9,163.1,76.2,18.4,3.2,2.44,1.65,172,1,1,1,1,0
RDG0007933,2023-05-14 08:00:00,2023,5,8,6,1,1,Spring,STN_URBAN_01,Urban,54.6,1,0,6.6,52.9,0.2,61.4,1010.2,0.5,4.2,0,35.2,55.5,74.7,8.5,82.0,2.81,6.31,100,0,0,1,0,1
RDG0009616,2023-11-17 08:00:00,2023,11,8,4,0,1,Fall,STN_SUBURB_02,Suburban,78.0,0,0,21.9,93.9,3.8,57.7,1005.2,0.0,10.0,0,8.7,15.7,30.9,14.7,35.6,3.79,8.67,36,0,0,0,0,1
RDG0004769,2022-05-29 04:00:00,2022,5,4,6,1,0,Spring,STN_URBAN_01,Urban,31.2,1,0,15.4,54.1,5.6,263.5,1010.0,0.0,16.9,0,14.2,18.6,50.6,5.1,30.0,8.09,5.91,55,0,0,1,0,1
RDG0001293,2021-05-19 02:00:00,2021,5,2,2,0,0,Spring,STN_RURAL_01,Rural,275.8,0,0,15.6,49.7,2.3,322.5,1009.8,0.0,10.9,0,13.4,34.2,10.2,49.1,1.2,2.75,4.78,54,0,0,1,0,0
RDG0001824,2021-07-15 12:00:00,2021,7,12,3,0,0,Autumn,STN_RURAL_01,Rural,318.4,0,0,20.8,86.5,0.3,338.7,1008.6,0.0,20.4,0,8.6,10.9,23.6,71.8,5.7,2.66,0.9,36,0,0,1,0,0
RDG0002873,2021-11-05 06:00:00,2021,11,6,4,0,0,Fall,STN_URBAN_01,Urban,119.5,1,0,10.0,75.6,2.0,240.5,1013.3,0.0,10.1,0,30.8,58.4,85.5,64.9,2.8,4.89,2.92,90,0,0,1,0,0
RDG0004173,2022-03-26 14:00:00,2022,3,14,5,1,0,Spring,STN_RURAL_01,Rural,387.5,0,0,9.0,82.0,7.9,265.1,1028.9,0.0,7.1,0,1.0,11.7,15.6,23.9,5.6,1.42,0.52,4,0,0,0,0,0
RDG0002535,2021-09-30 15:00:00,2021,9,15,3,0,0,Fall,STN_SUBURB_02,Suburban,91.0,0,0,24.9,90.6,5.6,295.4,1012.5,0.0,,0,21.0,42.6,15.6,24.8,19.7,1.64,7.26,70,0,0,1,0,1
RDG0009158,2023-09-27 23:00:00,2023,9,23,2,0,0,Fall,STN_URBAN_01,Urban,104.6,1,0,17.8,85.8,0.9,200.0,1003.7,0.0,11.0,0,31.9,43.6,151.1,47.2,5.7,3.79,1.45,93,0,0,1,1,0
RDG0001907,2021-07-24 07:00:00,2021,7,7,5,1,1,Summer,STN_SUBURB_01,Suburban,63.0,0,0,30.0,61.9,0.0,169.5,1009.6,0.0,2.3,0,41.9,69.8,33.5,156.2,17.6,1.29,33.35,117,1,0,1,1,1
RDG0000042,2021-01-06 19:00:00,2021,1,19,2,0,1,Winter,STN_URBAN_02,Urban,81.8,0,0,19.6,72.8,11.6,2.9,1001.0,0.0,5.4,0,20.2,36.9,101.2,10.6,13.4,10.91,0.76,68,0,1,1,0,0
RDG0009518,2023-11-06 05:00:00,2023,11,5,0,0,0,Fall,STN_URBAN_02,Urban,46.9,0,0,13.9,88.7,1.7,227.1,1016.9,0.0,23.8,0,14.9,21.9,57.1,7.2,6.4,2.17,7.56,57,0,0,1,0,1
RDG0000368,2021-02-12 01:00:00,2021,2,1,4,0,0,Winter,STN_SUBURB_02,Suburban,68.7,0,0,0.8,90.0,2.5,268.5,1022.7,0.0,10.9,0,21.3,43.9,209.2,26.5,3.0,3.92,3.54,70,0,1,1,1,0
RDG0001151,2021-05-04 01:00:00,2021,5,1,1,0,0,Spring,STN_SUBURB_02,Suburban,85.2,0,0,16.6,74.1,2.0,37.2,1011.8,2.0,,0,34.6,55.2,47.3,3.1,29.6,0.8,1.69,98,0,0,1,0,0
RDG0007800,2023-04-26 16:00:00,2023,4,16,2,0,1,Spring,STN_INDUSTRIAL_01,Industrial,15.3,1,1,14.7,63.3,1.3,18.3,1004.3,0.0,10.2,0,28.6,60.7,79.2,30.3,101.0,1.84,4.5,86,0,0,1,0,1
RDG0006398,2022-11-21 15:00:00,2022,11,15,0,0,0,Fall,STN_URBAN_01,Urban,88.7,1,0,21.4,64.8,1.5,0.1,1006.7,1.0,4.7,0,91.0,190.3,95.8,3.5,4.0,3.7,5.84,169,1,1,1,1,1
RDG0007130,2023-02-08 20:00:00,2023,2,20,2,0,0,Winter,STN_RURAL_01,Rural,514.5,0,0,-2.0,88.8,0.7,206.3,1020.8,0.0,11.8,1,43.2,64.0,33.9,22.2,7.6,0.88,1.7,120,1,0,1,1,0
RDG0008008,2023-05-23 08:00:00,2023,5,8,1,0,1,Spring,STN_SUBURB_02,Suburban,116.0,0,0,21.9,52.8,3.5,95.2,1008.5,0.0,5.1,0,26.5,47.7,95.9,45.6,17.3,1.05,7.06,81,0,0,1,0,1
RDG0007571,2023-03-31 11:00:00,2023,3,11,4,0,0,Spring,STN_INDUSTRIAL_01,Industrial,38.7,1,1,7.8,43.3,10.3,299.0,1005.7,0.0,7.0,0,11.1,21.4,66.9,107.3,40.2,3.99,8.52,46,0,0,1,0,1
RDG0004160,2022-03-25 08:00:00,2022,3,8,4,0,1,Spring,STN_URBAN_01,Urban,89.7,1,0,11.6,77.9,1.7,276.3,1021.0,0.0,4.8,1,71.0,152.8,93.8,21.5,4.5,3.98,2.21,159,1,1,1,1,0
RDG0004287,2022-04-06 06:00:00,2022,4,6,2,0,0,Spring,STN_RURAL_01,Rural,423.1,0,0,15.2,44.1,7.7,232.4,1018.8,0.5,,0,4.6,2.3,39.2,18.6,1.2,0.54,1.88,19,0,1,0,0,0
RDG0007823,2023-04-29 21:00:00,2023,4,21,5,1,0,Spring,STN_SUBURB_01,Suburban,91.8,0,0,22.4,94.0,0.1,174.3,1029.3,1.0,2.7,1,42.6,79.0,54.9,8.9,4.8,2.03,17.42,118,1,0,1,1,1
RDG0006756,2022-12-30 05:00:00,2022,12,5,4,0,0,Winter,STN_SUBURB_01,Suburban,107.2,0,0,2.5,70.3,1.7,196.3,1011.0,0.0,13.8,0,69.3,107.6,54.6,64.8,12.7,2.97,1.51,158,1,1,1,1,0
RDG0000174,2021-01-20 19:00:00,2021,1,19,2,0,1,Winter,STN_URBAN_01,Urban,85.3,1,0,-0.6,72.8,3.9,0.2,,2.0,15.5,0,56.8,122.1,78.8,28.9,66.8,5.74,9.09,152,1,1,1,1,1
RDG0001903,2021-07-24 03:00:00,2021,7,3,5,1,0,Summer,STN_SUBURB_01,Suburban,61.2,0,0,26.2,40.9,9.7,125.6,1000.1,0.0,7.6,0,1.3,2.0,23.6,26.7,4.4,1.56,2.77,5,0,0,0,0,0
RDG0001099,2021-04-27 05:00:00,2021,4,5,1,0,0,Spring,STN_INDUSTRIAL_01,Industrial,13.1,1,1,13.3,66.5,1.5,322.3,1018.2,0.0,13.2,0,30.6,44.7,30.7,30.6,27.1,3.45,,90,0,0,1,0,1
RDG0009846,2023-12-12 20:00:00,2023,12,20,1,0,0,Winter,STN_URBAN_01,Urban,16.0,1,0,2.6,82.3,10.1,185.1,1014.9,0.0,,0,34.4,64.8,51.3,18.7,29.2,4.02,3.76,98,0,0,1,0,0
RDG0003408,2022-01-04 02:00:00,2022,1,2,1,0,0,Winter,STN_URBAN_01,Urban,64.4,1,0,1.8,54.8,8.7,151.9,1011.4,0.0,3.7,0,41.1,73.6,84.7,5.8,5.1,4.64,3.83,115,0,0,1,1,0
RDG0001538,2021-06-14 18:00:00,2021,6,18,0,0,1,Summer,STN_SUBURB_02,Suburban,39.3,0,0,23.8,59.7,1.4,333.9,1005.3,10.0,19.0,0,17.6,43.3,11.5,42.9,44.8,1.27,7.95,63,0,0,1,0,1
RDG0002292,2021-09-05 12:00:00,2021,9,12,6,1,0,Fall,STN_INDUSTRIAL_01,Industrial,42.2,1,1,16.5,56.3,4.3,228.5,1006.1,0.0,6.7,0,29.7,67.8,104.0,72.7,21.1,4.21,7.99,88,0,0,1,0,1
RDG0009326,2023-10-19 05:00:00,2023,10,5,3,0,0,Fall,STN_URBAN_01,Urban,112.8,1,0,18.8,44.1,7.1,304.0,1014.2,5.0,10.2,0,39.7,70.3,35.3,31.0,1.2,2.15,4.68,111,1,0,1,1,0
RDG0001363,2021-05-25 01:00:00,2021,5,1,1,0,0,Spring,STN_URBAN_02,Urban,39.0,0,0,10.3,47.1,1.5,261.6,1020.2,0.0,,0,32.7,54.2,73.8,19.4,2.6,1.39,4.03,94,0,0,1,0,0
RDG0009817,2023-12-09 02:00:00,2023,12,2,5,1,0,Winter,STN_INDUSTRIAL_01,Industrial,35.6,1,1,4.9,50.1,0.8,,1005.7,0.0,10.2,0,26.8,57.5,81.2,8.5,21.6,3.42,8.78,82,0,0,1,0,1
RDG0006669,2022-12-22 02:00:00,2022,12,2,3,0,0,Winter,STN_URBAN_02,RURAL,113.6,0,0,16.8,77.6,3.1,255.5,1009.5,0.0,6.6,0,55.3,85.0,56.6,14.8,6.4,1.06,1.7,150,1,0,1,1,0
RDG0005260,2022-07-20 08:00:00,2022,7,8,2,0,1,Summer,STN_SUBURB_02,Suburban,65.5,0,0,23.4,73.6,6.9,218.7,,0.0,9.0,0,17.9,27.4,36.7,16.2,12.0,4.39,30.0,63,1,0,1,0,1
RDG0006858,2023-01-09 06:00:00,2023,1,6,0,0,0,Winter,STN_RURAL_01,Rural,330.5,0,0,2.9,46.6,1.5,70.4,,0.0,29.5,0,5.5,10.3,59.6,26.2,5.7,1.56,,23,0,0,0,0,1
RDG0007100,2023-02-04 03:00:00,2023,2,3,5,1,0,Winter,STN_RURAL_01,Rural,224.1,0,0,4.3,77.4,4.5,257.0,1031.1,0.0,8.9,0,63.3,105.8,30.7,20.8,2.8,4.43,1.13,155,1,1,1,1,0
RDG0000680,2021-03-15 10:00:00,2021,3,10,0,0,0,Spring,STN_SUBURB_01,Suburban,119.3,0,0,20.6,91.9,0.4,121.2,1005.7,0.0,25.8,0,57.1,104.0,27.5,20.3,3.3,4.71,2.25,152,1,1,1,1,0
RDG0009341,2023-10-20 02:00:00,2023,10,2,4,0,0,Fall,STN_SUBURB_02,Suburban,9.0,0,0,12.4,54.8,0.4,316.2,1016.4,0.0,8.3,0,14.8,35.2,21.4,31.3,14.8,2.95,5.29,57,0,0,1,0,1
RDG0008782,2023-08-15 07:00:00,2023,8,7,1,0,1,Summer,STN_URBAN_01,Urban,7.1,1,0,29.4,46.9,0.1,162.8,995.0,0.0,4.1,0,33.2,72.6,70.6,27.1,58.7,10.51,2.71,95,0,1,1,0,0
RDG0003664,2022-01-30 10:00:00,2022,1,10,6,1,0,Winter,STN_SUBURB_01,Suburban,70.8,0,0,-0.6,83.1,5.5,124.1,1012.9,0.0,19.9,0,15.3,27.7,19.4,18.0,4.7,1.5,4.63,58,0,0,1,0,0
RDG0001661,2021-06-28 06:00:00,2021,6,6,0,0,0,Summer,STN_INDUSTRIAL_01,Industrial,27.0,1,1,21.3,41.7,0.3,,994.8,0.0,8.6,0,24.8,43.5,82.0,20.9,76.8,5.15,13.46,78,0,0,1,0,0
RDG0000508,2021-02-26 03:00:00,2021,2,3,4,0,0,Winter,STN_SUBURB_02,Suburban,108.3,0,0,-0.9,66.9,2.3,18.3,1024.7,0.0,3.0,0,34.0,73.8,51.4,10.2,4.5,1.41,10.63,97,0,0,1,0,1
RDG0000166,2021-01-20 03:00:00,2021,1,3,2,0,0,Winter,STN_SUBURB_01,Suburban,79.5,0,0,4.6,77.3,2.3,351.9,1023.9,0.0,7.5,0,60.3,127.6,41.7,34.7,4.2,3.72,2.03,153,1,1,1,1,0
RDG0005497,2022-08-15 21:00:00,2022,8,21,0,0,0,Summer,STN_URBAN_01,Urban,9.5,1,0,25.8,52.7,2.1,97.8,997.8,0.0,8.8,0,3.1,2.0,62.9,62.2,7.2,2.97,4.51,13,0,0,0,0,0
RDG0008324,2023-06-24 03:00:00,2023,6,3,5,1,0,Summer,STN_URBAN_02,Urban,91.4,0,0,23.1,50.0,0.9,322.0,,0.0,11.1,0,24.7,48.3,65.0,216.2,15.6,4.09,3.29,77,0,0,0,1,0
RDG0001006,2021-04-17 14:00:00,2021,4,14,5,1,0,Spring,STN_SUBURB_02,Suburban,67.5,0,0,24.1,56.3,5.2,235.3,1024.7,0.0,8.4,0,4.1,10.1,39.7,9.3,1.9,1.83,3.49,17,0,0,0,0,0
RDG0008377,2023-06-29 01:00:00,2023,6,1,3,0,0,Summer,STN_SUBURB_02,Suburban,32.5,0,0,33.8,73.8,3.5,308.8,1013.0,2.0,5.3,0,3.8,2.0,15.6,51.3,2.0,2.47,1.26,16,0,0,0,0,0
RDG0001914,2021-07-24 21:00:00,2021,7,21,5,1,0,Summer,STN_INDUSTRIAL_01,Industrial,27.9,1,1,28.8,49.9,3.2,324.8,1017.1,0.0,9.6,0,25.4,39.9,35.6,25.9,11.3,4.85,,79,0,0,1,0,1
RDG0003494,2022-01-12 00:00:00,2022,1,0,2,0,0,Winter,STN_SUBURB_02,Suburban,85.2,0,0,-3.4,100.0,4.5,,1017.2,20.0,10.5,0,10.6,9.2,33.0,36.2,1.4,9.89,5.32,44,0,1,0,0,1
RDG0009660,2023-11-22 00:00:00,2023,11,0,2,0,0,Fall,STN_INDUSTRIAL_01,Industrial,48.1,1,1,8.9,87.3,5.5,271.3,1017.6,20.0,8.9,0,17.7,37.4,38.2,26.4,14.2,4.14,6.97,63,0,0,1,0,1
RDG0009777,2023-12-05 00:00:00,2023,12,0,1,0,0,Winter,STN_SUBURB_01,Suburban,61.9,0,0,6.8,63.9,17.2,253.2,1006.2,2.0,6.9,0,4.1,5.2,44.1,37.6,6.0,8.48,1.31,17,0,0,0,0,0
RDG0006485,2022-11-30 17:00:00,2022,11,17,2,0,1,Fall,STN_SUBURB_02,Suburban,110.7,0,0,13.1,75.7,0.4,272.6,1008.7,0.0,13.5,0,31.5,70.6,32.3,89.7,13.6,4.58,5.92,92,0,0,1,0,1
RDG0004990,2022-06-23 14:00:00,2022,6,14,3,0,0,Summer,STN_INDUSTRIAL_01,Industrial,17.8,1,1,29.0,68.4,1.0,279.6,1017.8,0.0,13.0,0,44.2,82.0,78.5,38.4,21.1,4.05,7.37,122,1,0,1,1,1
RDG0002536,2021-09-30 23:00:00,2021,9,23,3,0,0,Fall,STN_SUBURB_02,urban,28.4,0,0,18.2,48.9,4.5,129.3,1013.1,0.0,4.8,0,2.4,10.7,17.8,43.2,10.0,0.95,1.91,10,0,0,0,0,0
RDG0001104,2021-04-27 18:00:00,2021,4,18,1,0,1,Spring,STN_RURAL_01,suburban,226.4,0,0,16.2,41.6,0.7,16.7,1010.5,1.0,6.4,0,40.9,79.9,12.0,27.6,7.1,0.89,1.03,114,1,0,1,1,1
RDG0003875,2022-02-24 04:00:00,2022,2,4,3,0,0,Winter,STN_URBAN_01,Urban,16.8,1,0,-5.9,74.9,4.0,179.2,1018.7,0.0,2.5,0,15.5,17.1,77.0,4.2,3.2,5.92,1.38,58,0,0,1,0,0
RDG0007824,2023-04-29 21:00:00,2023,4,21,5,1,0,Spring,STN_URBAN_01,Urban,85.2,1,0,9.1,50.5,1.5,265.6,1009.2,0.0,27.2,0,64.2,110.8,78.3,17.3,5.1,5.14,3.01,155,1,1,1,1,1
RDG0001752,2021-07-06 23:00:00,2021,7,23,1,0,0,Summer,STN_RURAL_01,Rural,500.4,0,0,25.5,77.1,0.1,76.7,998.9,0.0,3.2,0,11.5,12.6,20.3,20.6,12.1,0.86,,48,0,0,0,0,0
RDG0005310,2022-07-24 11:00:00,2022,7,11,6,1,0,Summer,STN_INDUSTRIAL_01,Industrial,17.2,1,1,28.3,47.9,3.1,97.8,1008.2,0.0,,0,15.5,25.4,81.2,84.4,27.9,2.87,12.36,58,0,0,1,0,1
RDG0005952,2022-10-03 07:00:00,2022,10,7,0,0,1,Fall,STN_URBAN_02,Urban,83.0,0,0,17.9,59.2,1.4,209.9,1009.9,0.0,8.0,0,28.9,56.5,16.6,7.7,6.0,1.69,3.24,86,0,1,1,0,0
RDG0007015,2023-01-27 16:00:00,2023,1,16,4,0,1,Winter,STN_INDUSTRIAL_01,Industrial,18.6,1,1,5.4,73.6,2.3,26.8,1014.9,0.0,4.4,0,42.5,83.0,178.8,1.0,57.1,5.71,7.58,118,1,0,1,1,1
RDG0002916,2021-11-09 21:00:00,2021,11,21,1,0,0,Fall,STN_SUBURB_01,Suburban,83.1,0,0,11.8,66.3,4.0,191.7,1028.6,0.0,4.1,0,103.0,170.7,16.7,17.3,69.7,6.21,,176,1,1,1,1,0
RDG0008108,2023-06-01 15:00:00,2023,6,15,3,0,0,Summer,STN_SUBURB_01,Suburban,10.3,0,0,23.5,71.6,2.2,243.9,1009.7,0.0,2.8,0,9.8,24.3,44.2,28.7,14.5,2.12,2.44,41,0,0,0,0,0
RDG0005754,2022-09-12 11:00:00,2022,9,11,0,0,0,Fall,STN_INDUSTRIAL_01,Industrial,23.6,1,1,10.0,58.4,4.0,155.9,1018.5,0.0,7.0,0,19.8,48.3,53.7,39.4,10.6,22.45,10.8,67,1,1,1,0,1
RDG0000152,2021-01-17 20:00:00,2021,1,20,6,1,0,Winter,STN_URBAN_02,Urban,30.6,0,0,7.8,34.1,2.3,275.3,1013.5,0.0,23.2,0,9.8,13.8,20.1,34.8,10.8,1.8,1.9,41,0,0,0,0,0
RDG0007736,2023-04-19 20:00:00,2023,4,20,2,0,0,Spring,STN_SUBURB_02,Suburban,106.0,0,0,24.6,73.9,0.4,3.7,1011.8,0.0,3.0,0,9.0,23.7,50.3,35.6,3.0,1.63,1.87,38,0,0,0,0,0
RDG0005679,2022-09-03 09:00:00,2022,9,9,5,1,1,Fall,STN_URBAN_02,Urban,33.9,0,0,11.4,81.9,4.3,244.0,1021.6,0.0,5.4,0,22.8,37.2,62.0,48.2,9.6,1.93,,74,0,0,1,0,1
RDG0003907,2022-02-27 18:00:00,2022,2,18,6,1,1,Winter,STN_URBAN_01,Urban,58.8,1,0,8.2,91.1,0.1,117.8,1009.2,0.0,3.4,0,22.2,40.3,65.3,16.0,2.6,4.61,4.55,72,0,0,1,0,0
RDG0009161,2023-09-28 01:00:00,2023,9,1,3,0,0,Fall,STN_SUBURB_01,Suburban,49.2,0,0,7.4,67.7,0.5,186.3,1009.8,0.0,5.4,0,3.5,4.6,29.8,18.9,15.7,3.61,2.66,15,0,0,0,0,0
RDG0002552,2021-10-02 17:00:00,2021,10,17,5,1,1,Fall,STN_URBAN_02,Urban,109.3,0,0,18.7,82.0,3.3,356.1,1016.2,0.5,,0,14.6,38.6,43.1,22.5,16.0,0.58,,56,0,0,1,0,0
RDG0002773,2021-10-25 10:00:00,2021,10,10,0,0,0,Fall,STN_URBAN_02,Urban,22.2,0,0,19.8,65.3,1.0,202.9,1020.1,0.0,15.6,0,39.3,69.7,14.7,21.0,16.7,2.72,2.9,110,1,0,1,1,0
