transaction_id,timestamp,hour_of_day,day_of_week,is_weekend,month,cardholder_age,account_age_days,credit_limit,merchant_category,merchant_country,is_foreign,transaction_amount,avg_7day_spend,num_txn_24h,num_txn_7d,days_since_last_txn,distinct_merchants_7d,declined_last_30d,channel,device_type,is_fraud
TXN0000858,2023-02-05 11:06:47,11,6,1,2,42,1128,4800.0,Restaurant,US,0,462.9,1289.65,2,9,3.6,8,3,Chip,Unknown,0
TXN0007513,2023-10-31 05:45:23,5,1,0,10,45,576,15800.0,Online_Retail,US,0,235.65,192.77,2,13,0.8,6,5,Chip,Mobile,0
TXN0008796,2023-12-23 09:58:14,9,5,1,12,32,587,15700.0,ATM,US,0,73.76,120.13,0,11,2.0,6,0,Swipe,Mobile,0
TXN0004247,2023-06-23 05:29:36,5,4,0,6,30,157,7000.0,Healthcare,US,0,119.53,745.77,4,10,0.1,9,2,Contactless,POS,0
TXN0005319,2023-08-05 09:35:50,9,5,1,8,33,538,13100.0,Travel,US,0,316.39,911.14,2,17,0.5,7,1,Contactless,Unknown,0
TXN0003656,2023-05-30 23:52:14,23,1,0,5,50,483,32300.0,ATM,NG,1,62.77,381.42,0,10,0.7,3,1,Swipe,Mobile,0
TXN0007519,2023-10-31 11:42:56,11,1,0,10,29,475,16800.0,Electronics,US,0,41.37,274.21,0,8,7.8,7,0,Chip,Mobile,0
TXN0003881,2023-06-09 02:14:53,2,4,0,6,56,273,8100.0,Restaurant,UK,1,141.71,347.51,5,15,7.9,6,0,Chip,Mobile,0
TXN0002137,2023-04-01 07:10:18,7,5,1,4,79,1168,9600.0,Grocery,US,0,60.95,281.26,1,11,2.3,4,1,Online,Mobile,0
TXN0008721,2023-12-20 12:29:16,12,2,0,12,49,739,12000.0,Electronics,US,0,465.64,53.15,3,8,7.7,2,0,Chip,Mobile,0
TXN0003878,2023-06-09 01:05:12,1,4,0,6,40,385,6200.0,Restaurant,US,0,399.33,1175.45,3,13,0.6,9,1,Online,Mobile,0
TXN0005657,2023-08-18 09:35:27,9,4,0,8,22,390,12100.0,Online_Retail,US,0,85.52,138.18,4,16,5.6,6,0,Online,Desktop,0
TXN0004134,2023-06-18 17:26:10,17,6,1,6,27,57,10600.0,Luxury,CN,1,64.05,253.95,3,9,1.5,2,0,Chip,Unknown,0
TXN0007656,2023-11-06 04:04:05,4,0,0,11,19,62,15800.0,Grocery,US,0,59.55,603.31,4,12,2.2,4,2,Online,Mobile,0
TXN0005837,2023-08-26 00:35:04,0,5,1,8,32,441,15900.0,Luxury,US,0,16.85,47.26,2,16,0.5,7,0,ATM,Desktop,0
TXN0003893,2023-06-09 10:58:51,10,4,0,6,55,954,31000.0,Grocery,US,0,132.51,256.84,2,16,11.6,5,0,Chip,Desktop,0
TXN0008385,2023-12-06 14:45:49,14,2,0,12,39,2776,3700.0,Online_Retail,BR,1,421.62,492.17,2,14,1.6,5,5,Swipe,Mobile,0
TXN0004360,2023-06-27 16:16:37,16,1,0,6,78,212,37500.0,Online_Retail,UK,1,21.8,1389.92,2,19,0.0,8,0,Online,POS,0
TXN0007939,2023-11-18 03:18:40,3,5,1,11,44,30,17700.0,Grocery,US,0,53.94,140.85,1,15,1.6,3,0,Contactless,Desktop,0
TXN0001323,2023-02-24 18:18:18,18,4,0,2,44,457,46800.0,Gas,US,0,108.41,281.61,1,12,0.1,6,2,Swipe,Unknown,0
TXN0006938,2023-10-08 16:12:30,16,6,1,10,53,116,11400.0,Electronics,NG,1,328.6,401.11,3,9,1.5,1,0,Swipe,Desktop,0
TXN0004108,2023-06-17 14:52:58,14,5,1,6,59,1558,14300.0,online_retail,US,0,144.2,106.67,3,15,3.6,9,0,Contactless,Mobile,0
TXN0002368,2023-04-09 16:19:01,16,6,1,4,30,54,7700.0,Online_Retail,CA,1,145.9,171.07,4,8,,4,0,Chip,Unknown,0
TXN0006561,2023-09-22 03:14:39,3,4,0,9,46,540,15900.0,Online_Retail,CA,1,103.01,176.84,5,10,1.3,5,0,Contactless,Mobile,0
TXN0007129,2023-10-15 19:03:38,19,6,1,10,51,2264,16100.0,Travel,UK,1,175.42,427.11,2,16,0.6,5,0,Online,Desktop,0
TXN0003607,2023-05-29 04:43:36,4,0,0,5,18,749,14300.0,Electronics,RO,1,21.82,345.27,7,23,1.4,6,1,Chip,POS,0
TXN0005509,2023-08-12 10:18:31,10,5,1,8,50,274,9500.0,Luxury,UK,1,32.19,225.02,6,20,1.2,8,0,Chip,Desktop,0
TXN0000806,2023-02-03 09:14:13,9,4,0,2,52,172,10100.0,ATM,US,0,128.91,700.71,2,15,0.1,2,2,Chip,POS,0
TXN0000287,2023-01-13 05:54:17,5,4,0,1,68,180,12500.0,Grocery,US,0,27.66,355.58,3,10,2.6,3,0,Online,Unknown,0
TXN0001419,2023-03-01 04:50:17,4,2,0,3,41,941,7400.0,Online_Retail,US,0,41.35,56.22,3,16,0.5,6,3,Swipe,Unknown,0
TXN0007285,2023-10-23 00:26:53,0,0,0,10,61,930,3800.0,Restaurant,RO,1,10.15,312.54,5,19,4.2,3,0,Online,POS,0
TXN0003132,2023-05-10 08:42:04,8,2,0,5,22,97,14100.0,Restaurant,US,0,481.14,428.6,3,11,10.4,7,4,Swipe,ATM,0
TXN0000469,2023-01-20 09:35:24,9,4,0,1,41,232,9900.0,Electronics,US,0,52.4,124.79,2,10,0.6,9,0,Chip,Mobile,0
TXN0002056,2023-03-28 11:15:02,11,1,0,3,33,400,12100.0,Electronics,US,0,54.1,570.32,2,13,1.7,3,0,contactless ,Mobile,0
TXN0005776,2023-08-23 00:25:28,0,2,0,8,34,46,13800.0,Online_Retail,US,0,285.24,68.44,3,10,0.2,5,3,Online,Desktop,0
TXN0008886,2023-12-26 17:57:26,17,1,0,12,64,720,8000.0,Entertainment,CA,1,282.59,168.08,1,19,2.3,7,0,Online,Unknown,0
TXN0000959,2023-02-09 09:35:42,9,3,0,2,37,369,16700.0,Restaurant,NG,1,14.57,78.12,2,10,0.8,6,1,Online,POS,0
TXN0004915,2023-07-19 19:38:05,19,2,0,7,48,471,19600.0,Restaurant,CA,1,637.89,36.62,1,11,0.0,4,0,Online,Desktop,1
TXN0005460,2023-08-10 19:00:18,19,3,0,8,49,71,5500.0,Healthcare,NG,1,24.6,120.69,2,6,7.7,4,0,Swipe,POS,0
TXN0006549,2023-09-21 15:19:39,15,3,0,9,53,180,4500.0,Healthcare,US,0,83.32,776.68,7,11,4.3,5,0,Swipe,POS,0
TXN0007693,2023-11-07 09:41:00,9,1,0,11,25,898,6300.0,Entertainment,US,0,74.64,694.69,2,13,2.2,6,4,Swipe,Mobile,0
TXN0000589,2023-01-24 15:09:36,15,1,0,1,38,996,13600.0,Grocery,US,0,78.17,372.73,1,7,1.7,2,3,Online,Desktop,0
TXN0007125,2023-10-15 16:57:13,16,6,1,10,68,85,9200.0,Gas,US,0,127.09,207.25,3,19,0.6,7,0,Swipe,POS,0
TXN0003014,2023-05-05 11:58:32,11,4,0,5,25,133,13900.0,Healthcare,US,0,42.79,561.04,4,11,1.4,3,0,ONLINE,Mobile,0
TXN0001163,2023-02-17 03:42:30,3,4,0,2,42,429,56900.0,ATM,CA,1,72.92,415.35,2,10,1.0,8,1,Chip,Mobile,0
TXN0001958,2023-03-24 05:34:01,5,4,0,3,31,115,25100.0,Gas,US,0,548.37,,2,9,1.7,4,5,Contactless,Desktop,0
TXN0003923,2023-06-10 08:19:58,8,5,1,6,43,292,5000.0,Electronics,MX,1,130.19,35.13,2,9,1.0,7,0,Contactless,Mobile,0
TXN0004922,2023-07-19 23:36:02,23,2,0,7,20,99,12500.0,Entertainment,CA,1,15.53,95.62,5,11,0.6,11,1,Chip,Desktop,0
TXN0004058,2023-06-15 14:18:51,14,3,0,6,34,1101,12600.0,Gas,US,0,46.04,290.02,6,12,1.7,3,3,ONLINE,POS,0
TXN0003985,2023-06-13 01:49:05,1,1,0,6,31,254,15900.0,Gas,US,0,286.71,234.62,0,14,2.7,3,1,ATM,ATM,0
TXN0004835,2023-07-16 22:30:50,22,6,1,7,45,3505,9800.0,Entertainment,US,0,61.62,153.81,2,11,0.3,6,0,Chip,Unknown,0
TXN0007116,2023-10-15 09:20:13,9,6,1,10,28,1427,8600.0,Online_Retail,CA,1,85.72,489.89,3,3,0.3,4,1,Chip,Mobile,0
TXN0007828,2023-11-12 19:54:51,19,6,1,11,41,543,8400.0,ATM,US,0,276.15,360.86,2,14,0.0,4,0,Contactless,POS,0
TXN0000825,2023-02-04 03:21:21,3,5,1,2,46,328,6300.0,Online_Retail,NG,1,37.43,150.05,2,14,0.3,5,0,Online,POS,0
TXN0003547,2023-05-26 18:55:06,18,4,0,5,30,44,12600.0,Healthcare,US,0,54.9,270.43,4,11,,7,1,Online,POS,1
TXN0004749,2023-07-13 20:36:17,20,3,0,7,55,1166,11800.0,Online_Retail,US,0,551.57,121.7,1,6,0.4,3,1,Online,Desktop,0
TXN0001822,2023-03-18 14:31:34,14,5,1,3,31,531,13100.0,Restaurant,CA,1,38.29,88.7,2,16,0.8,6,2,Swipe,POS,0
TXN0002466,2023-04-13 05:35:14,5,3,0,4,25,824,6200.0,ATM,,1,29.22,196.43,5,10,1.9,8,3,Chip,POS,0
TXN0008180,2023-11-28 10:46:06,10,1,0,11,23,1271,9900.0,Online_Retail,NG,1,18.1,209.65,3,8,3.2,2,0,Swipe,POS,0
TXN0008697,2023-12-19 12:31:17,12,1,0,12,25,30,21000.0,Online_Retail,US,0,55.83,686.79,4,17,1.1,2,0,Contactless,Desktop,0
TXN0006805,2023-10-03 04:25:58,4,1,0,10,51,2171,3700.0,Travel,US,0,43.49,307.13,11,14,4.7,10,0,Online,POS,0
TXN0002930,2023-05-02 20:25:08,20,1,0,5,49,755,8900.0,Restaurant,UK,1,57.32,275.1,4,13,1.2,3,0,Contactless,Unknown,0
TXN0006411,2023-09-16 10:01:32,10,5,1,9,43,125,7500.0,Entertainment,US,0,54.5,236.63,1,16,0.1,2,0,ATM,Desktop,0
TXN0000556,2023-01-23 17:10:46,17,0,0,1,50,1873,1700.0,Gas,UK,1,49.62,275.43,2,11,3.4,4,0,Contactless,Desktop,0
TXN0006686,2023-09-27 20:14:04,20,2,0,9,48,1700,10700.0,Grocery,MX,1,79.22,217.02,10,14,0.7,5,2,Chip,Mobile,0
TXN0008164,2023-11-27 21:19:57,21,0,0,11,45,3608,22800.0,Online_Retail,CA,1,13.82,989.67,2,14,3.7,4,0,Contactless,Mobile,0
TXN0003159,2023-05-11 08:00:37,8,3,0,5,18,768,10500.0,Online_Retail,US,0,264.96,1386.64,1,9,4.7,3,0,Contactless,POS,0
TXN0000720,2023-01-31 01:42:56,1,1,0,1,47,260,9700.0,Gas,US,0,185.25,520.25,4,15,4.1,3,0,Chip,Desktop,0
TXN0008586,2023-12-15 01:16:01,1,4,0,12,42,1853,16400.0,Grocery,US,0,407.14,165.17,6,15,1.0,3,2,Swipe,POS,0
TXN0006269,2023-09-11 00:54:36,0,0,0,9,75,491,8900.0,Grocery,US,0,37.25,373.76,3,12,1.5,9,0,Online,POS,0
TXN0004909,2023-07-19 17:42:55,17,2,0,7,36,819,17700.0,Grocery,US,0,177.37,377.36,3,13,1.3,4,0,Online,Mobile,0
TXN0006001,2023-09-01 06:57:49,6,4,0,9,18,365,6300.0,Grocery,CA,1,90.95,165.15,2,15,3.3,2,0,Contactless,POS,0
TXN0008016,2023-11-22 02:03:19,2,2,0,11,59,1064,7800.0,Electronics,US,0,15.08,328.32,3,12,5.7,4,0,Chip,Mobile,0
TXN0002100,2023-03-30 17:37:26,17,3,0,3,61,494,30800.0,Gas,UK,1,11.55,538.82,3,13,10.4,9,0,Swipe,POS,0
TXN0006835,2023-10-04 10:11:23,10,2,0,10,41,468,3800.0,Electronics,US,0,34.55,385.67,3,8,1.0,5,5,Chip,Desktop,0
TXN0002312,2023-04-07 15:13:56,15,4,0,4,44,1876,6600.0,Luxury,,1,75.79,122.6,5,15,0.9,1,0,Swipe,POS,0
TXN0001410,2023-02-28 23:07:37,23,1,0,2,34,118,9200.0,ATM,US,0,1.86,808.79,1,7,4.6,5,0,Contactless,ATM,0
TXN0001663,2023-03-12 03:10:45,3,6,1,3,24,1424,7900.0,Online_Retail,US,0,392.28,473.49,1,13,0.6,4,4,Chip,POS,0
TXN0008591,2023-12-15 06:15:16,6,4,0,12,56,881,9000.0,Restaurant,US,0,108.16,,3,10,1.1,5,0,Online,POS,0
TXN0001158,2023-02-17 01:23:26,1,4,0,2,56,1083,12400.0,Gas,US,0,24.24,535.73,2,12,1.2,5,0,Swipe,Unknown,0
TXN0002172,2023-04-02 17:07:25,17,6,1,4,61,30,16500.0,Travel,US,0,57.77,338.21,0,12,,5,0,Swipe,Unknown,0
TXN0005922,2023-08-29 08:56:33,8,1,0,8,35,1453,9400.0,Gas,US,0,164.76,94.83,3,18,0.4,2,0,Chip,Mobile,0
TXN0004340,2023-06-26 15:28:52,15,0,0,6,70,996,15000.0,Luxury,US,0,518.29,258.21,4,9,1.7,7,2,Online,POS,0
TXN0001272,2023-02-22 13:34:08,13,2,0,2,36,80,6300.0,Electronics,UK,1,14.12,149.66,5,18,3.0,9,1,Online,Mobile,0
TXN0007195,2023-10-19 07:11:43,7,3,0,10,37,462,11300.0,Online_Retail,US,0,437.62,1091.59,2,6,1.4,8,0,Online,ATM,0
TXN0003193,2023-05-12 11:44:23,11,4,0,5,26,1021,8200.0,Luxury,US,0,101.86,1036.86,3,14,0.6,7,1,Chip,Unknown,0
TXN0005723,2023-08-21 00:40:12,0,0,0,8,48,2234,5400.0,Restaurant,US,0,48.03,149.28,1,14,1.4,5,3,Online,POS,0
TXN0004213,2023-06-21 21:18:33,21,2,0,6,44,991,3000.0,Gas,US,0,115.45,165.52,3,7,0.3,7,0,Chip,POS,0
TXN0003198,2023-05-12 16:03:49,16,4,0,5,52,799,8000.0,Grocery,UK,1,43.19,345.69,6,12,1.7,4,0,Online,Mobile,0
TXN0004113,2023-06-17 17:02:11,17,5,1,6,57,445,7300.0,Gas,CA,1,595.9,198.72,2,12,0.6,4,1,Contactless,POS,1
TXN0000423,2023-01-18 05:48:50,5,2,0,1,36,1977,10600.0,Grocery,US,0,70.62,381.65,7,11,1.2,6,0,Chip,Desktop,0
TXN0006892,2023-10-07 04:18:43,4,5,1,10,23,104,6000.0,Electronics,US,0,82.09,280.56,4,15,3.6,6,1,Contactless,Unknown,0
TXN0002288,2023-04-06 18:51:40,18,3,0,4,23,164,8600.0,Electronics,US,0,49.99,330.14,7,16,2.9,7,0,Online,ATM,0
TXN0003515,2023-05-25 18:04:29,18,3,0,5,45,3397,9300.0,Restaurant,US,0,243.44,105.21,5,13,0.8,4,2,Online,Desktop,0
TXN0008105,2023-11-25 14:26:28,14,5,1,11,55,1584,20200.0,Grocery,UK,1,18.92,725.51,4,7,3.9,2,1,Chip,Unknown,0
TXN0007944,2023-11-18 14:23:44,14,5,1,11,44,776,9100.0,Entertainment,RO,1,141.99,278.08,4,14,4.9,6,0,Contactless,POS,0
TXN0003209,2023-05-13 09:08:33,9,5,1,5,18,1254,6400.0,Electronics,US,0,51.27,146.66,2,11,5.8,5,0,Online,Mobile,0
TXN0007353,2023-10-25 15:06:06,15,2,0,10,49,86,11100.0,Luxury,UK,1,183.57,120.14,4,6,0.4,7,0,Swipe,ATM,0
TXN0007359,2023-10-25 20:19:05,20,2,0,10,46,71,10400.0,Restaurant,UK,1,172.72,193.62,2,7,1.4,7,0,Swipe,POS,0
TXN0003233,2023-05-14 07:37:28,7,6,1,5,48,434,11500.0,ATM,US,0,27.05,477.4,1,14,4.5,2,4,Swipe,Mobile,0
TXN0006132,2023-09-05 19:22:58,19,1,0,9,45,109,10900.0,Restaurant,US,0,541.27,81.65,4,15,2.4,3,0,Online,Desktop,0
TXN0000224,2023-01-10 06:29:44,6,1,0,1,44,216,7000.0,Electronics,US,0,83.2,129.81,3,16,2.1,5,0,Online,POS,0
TXN0004925,2023-07-20 01:13:20,1,3,0,7,20,668,14700.0,Online_Retail,US,0,351.77,131.88,6,10,0.2,8,1,Contactless,Mobile,0
TXN0007316,2023-10-24 02:12:18,2,1,0,10,34,79,10600.0,Luxury,US,0,25.41,257.17,3,11,3.7,1,5,Online,ATM,0
TXN0000322,2023-01-14 14:17:51,14,5,1,1,29,1305,14800.0,Healthcare,US,0,321.36,225.5,0,10,0.5,3,0,Contactless,Mobile,0
TXN0002989,2023-05-04 21:51:55,21,3,0,5,20,1647,16100.0,Grocery,US,0,180.1,143.7,2,18,2.5,5,0,Contactless,POS,0
TXN0008454,2023-12-09 04:18:44,4,5,1,12,41,462,3000.0,Restaurant,US,0,26.51,278.54,3,14,9.7,5,0,Chip,Unknown,0
TXN0004724,2023-07-12 21:24:05,21,2,0,7,23,30,4700.0,Online_Retail,UK,1,142.63,154.69,3,10,2.6,3,2,Chip,ATM,0
TXN0007671,2023-11-06 15:41:03,15,0,0,11,43,1161,11400.0,Gas,US,0,9.0,123.79,0,8,2.7,5,0,Swipe,POS,0
TXN0002597,2023-04-19 04:29:27,4,2,0,4,35,186,4600.0,Online_Retail,US,0,85.98,299.88,2,15,6.5,9,1,Swipe,POS,0
TXN0002912,2023-05-02 01:19:19,1,1,0,5,41,174,9700.0,Electronics,US,0,66.59,108.13,2,10,4.3,6,0,Online,POS,0
TXN0005508,2023-08-12 09:31:34,9,5,1,8,65,515,26400.0,Grocery,,0,125.31,223.52,7,12,1.4,5,0,Swipe,POS,0
TXN0005231,2023-08-01 16:33:56,16,1,0,8,56,175,5200.0,Luxury,CA,1,30.69,464.71,5,11,1.5,5,0,Online,ATM,0
TXN0004487,2023-07-02 16:33:05,16,6,1,7,36,110,8200.0,Travel,US,0,94.78,100.03,1,9,1.6,4,0,Contactless,Desktop,0
TXN0001655,2023-03-11 17:52:38,17,5,1,3,50,134,6900.0,Gas,US,0,205.98,85.89,3,20,1.6,4,4,Online,Mobile,0
TXN0005629,2023-08-17 07:04:44,7,3,0,8,50,429,29200.0,Online_Retail,US,0,95.82,146.76,3,10,6.2,8,0,Chip,POS,0
TXN0001412,2023-03-01 00:20:17,0,2,0,3,46,1279,19200.0,Grocery,UK,1,48.27,206.77,2,19,0.5,4,0,ATM,ATM,0
TXN0002787,2023-04-27 09:30:50,9,3,0,4,53,513,18100.0,Travel,US,0,158.17,415.44,6,7,3.0,4,1,Contactless,Unknown,0
TXN0006145,2023-09-06 11:07:06,11,2,0,9,29,515,4900.0,Restaurant,US,0,40.93,231.82,2,11,1.1,8,2,Contactless,Unknown,0
TXN0005559,2023-08-14 08:53:25,8,0,0,8,56,951,12400.0,Online_Retail,RO,1,139.26,360.05,1,8,0.1,3,0,Chip,Desktop,0
TXN0007961,2023-11-19 17:10:56,17,6,1,11,31,327,18600.0,Online_Retail,US,0,658.21,270.8,7,12,5.3,3,1,Chip,POS,0
TXN0007302,2023-10-23 10:29:45,10,0,0,10,37,1737,8100.0,Grocery,US,0,2.58,183.79,1,11,0.5,3,0,Chip,Desktop,0
TXN0002035,2023-03-27 10:53:55,10,0,0,3,38,991,13200.0,Travel,NG,1,235.9,246.16,1,14,0.2,2,1,Chip,POS,0
TXN0003591,2023-05-28 13:33:38,13,6,1,5,33,1627,16500.0,Gas,US,0,62.28,176.1,4,17,4.3,10,0,Swipe,POS,0
TXN0006272,2023-09-11 02:39:39,2,0,0,9,36,1346,23700.0,Restaurant,,0,266.03,488.31,2,10,6.7,3,0,Chip,Unknown,0
TXN0004875,2023-07-18 13:17:49,13,1,0,7,25,285,3600.0,Travel,US,0,14.35,232.31,4,14,0.1,8,1,Chip,Unknown,0
TXN0006248,2023-09-09 23:09:13,23,5,1,9,51,3710,21600.0,Restaurant,CA,1,52.43,184.07,1,13,0.2,1,0,Swipe,POS,0
TXN0000579,2023-01-24 07:45:46,7,1,0,1,41,735,18600.0,Grocery,US,0,124.81,276.57,2,11,3.1,5,4,ATM,Desktop,0
TXN0004225,2023-06-22 10:59:33,10,3,0,6,48,785,11800.0,Restaurant,US,0,392.62,330.74,1,9,1.0,5,0,Contactless,POS,0
TXN0001213,2023-02-19 18:55:03,18,6,1,2,41,410,15500.0,Online_Retail,US,0,155.59,73.79,2,13,5.1,2,2,Online,Desktop,0
TXN0001603,2023-03-09 00:47:42,0,3,0,3,52,30,7600.0,Grocery,US,0,135.46,731.67,3,9,,2,0,Contactless,POS,0
TXN0003349,2023-05-18 21:13:10,21,3,0,5,36,373,3200.0,Restaurant,NG,1,19.54,157.88,4,8,3.7,3,5,Chip,POS,0
TXN0002101,2023-03-30 17:40:03,17,3,0,3,45,798,2700.0,Restaurant,US,0,309.41,484.68,3,14,0.6,4,0,Online,POS,0
TXN0001607,2023-03-09 10:36:42,10,3,0,3,19,178,4100.0,Gas,US,0,18.37,410.41,3,16,0.7,2,0,Online,Mobile,0
TXN0001455,2023-03-02 22:49:58,22,3,0,3,50,869,10900.0,Restaurant,US,0,528.28,80.59,3,11,2.1,7,1,Online,Unknown,0
TXN0006638,2023-09-25 10:29:07,10,0,0,9,38,148,25400.0,Restaurant,UK,1,43.23,163.17,4,14,2.9,2,3,Swipe,POS,0
TXN0002316,2023-04-07 20:57:33,20,4,0,4,42,841,3500.0,Electronics,UK,1,51.23,190.5,3,18,0.0,1,1,Chip,POS,0
TXN0008094,2023-11-25 06:51:29,6,5,1,11,48,1673,5900.0,Gas,US,0,159.07,,3,18,4.9,4,0,Contactless,Desktop,0
TXN0002543,2023-04-16 19:14:49,19,6,1,4,62,174,29800.0,Travel,UK,1,136.83,152.21,1,6,2.5,9,0,Chip,POS,0
TXN0005175,2023-07-29 21:30:23,21,5,1,7,44,32,7100.0,Grocery,US,0,68.8,186.17,3,11,2.4,3,3,Online,Desktop,0
TXN0000264,2023-01-11 23:58:46,23,2,0,1,18,58,5000.0,Healthcare,US,0,38.52,133.36,2,10,,3,0,Swipe,POS,0
TXN0007001,2023-10-11 10:04:49,10,2,0,10,50,30,12100.0,Entertainment,,1,96.29,332.81,3,7,5.4,2,2,ATM,Mobile,1
TXN0005915,2023-08-29 03:54:16,3,1,0,8,54,176,9200.0,Travel,US,0,71.22,145.93,3,12,3.0,6,0,Chip,POS,0
TXN0008334,2023-12-04 12:19:13,12,0,0,12,50,30,5500.0,ATM,US,0,200.39,,2,10,0.6,6,0,Swipe,POS,0
TXN0002053,2023-03-28 04:37:20,4,1,0,3,52,171,6600.0,Restaurant,US,0,643.36,326.43,3,20,1.2,4,0,Chip,POS,0
TXN0001829,2023-03-18 21:03:10,21,5,1,3,30,45,15400.0,Online_Retail,US,0,66.69,864.38,0,9,,5,2,Chip,Mobile,0
TXN0001844,2023-03-19 12:01:07,12,6,1,3,49,368,9000.0,Grocery,RO,1,70.24,129.14,5,11,1.0,2,1,Chip,Mobile,0
TXN0007209,2023-10-19 21:42:47,21,3,0,10,60,189,10700.0,Gas,US,0,30.69,363.06,1,11,0.3,1,0,Swipe,POS,0
TXN0008678,2023-12-18 23:02:26,23,0,0,12,46,718,12500.0,Grocery,US,0,10.46,110.45,3,13,0.6,9,1,Online,POS,0
TXN0005941,2023-08-30 05:00:20,5,2,0,8,43,158,10200.0,Healthcare,,0,30.96,730.39,3,9,0.1,6,0,Contactless,Mobile,0
TXN0003314,2023-05-17 11:35:54,11,2,0,5,52,411,5100.0,Restaurant,US,0,113.82,776.95,1,6,1.6,7,1,Chip,POS,0
TXN0002084,2023-03-29 18:35:59,18,2,0,3,45,1080,9800.0,ATM,US,0,35.73,116.91,1,9,0.1,5,0,Chip,POS,0
TXN0006788,2023-10-02 06:14:42,6,0,0,10,45,1152,13800.0,Restaurant,US,0,129.36,174.64,1,14,4.9,7,0,Chip,Desktop,0
TXN0008243,2023-12-01 10:28:43,10,4,0,12,46,88,38400.0,Restaurant,CA,1,56.31,231.68,4,9,0.1,7,1,Online,Unknown,0
TXN0003787,2023-06-05 13:31:02,13,0,0,6,22,274,15200.0,Restaurant,US,0,114.58,191.82,4,14,3.3,5,1,Online,Unknown,0
TXN0004530,2023-07-04 16:26:07,16,1,0,7,37,579,13000.0,Gas,US,0,2.02,369.71,1,12,2.7,4,0,Online,POS,0
TXN0007337,2023-10-24 18:59:05,18,1,0,10,35,2286,13400.0,Restaurant,CA,1,41.94,402.19,4,12,1.1,5,1,Online,Mobile,0
TXN0002334,2023-04-08 12:01:08,12,5,1,4,39,1231,19300.0,Online_Retail,US,0,50.69,645.85,3,12,1.4,7,0,ATM,Desktop,0
TXN0007662,2023-11-06 08:03:39,8,0,0,11,50,254,10200.0,Grocery,US,0,50.4,218.46,3,17,5.7,6,0,ATM,Unknown,0
TXN0006702,2023-09-28 14:09:51,14,3,0,9,39,103,26400.0,Gas,MX,1,292.31,,9,9,6.6,5,0,Swipe,Mobile,0
TXN0004716,2023-07-12 14:46:39,14,2,0,7,37,33,4600.0,Restaurant,US,0,25.62,519.94,5,13,0.3,8,2,Online,POS,0
TXN0005788,2023-08-23 16:16:00,16,2,0,8,36,124,10000.0,Gas,BR,1,97.11,200.03,5,8,3.2,8,1,ATM ,POS,0
TXN0008378,2023-12-06 07:02:21,7,2,0,12,80,692,6500.0,Gas,US,0,35.26,211.79,1,14,2.1,4,0,Chip,POS,0
TXN0002062,2023-03-28 16:32:42,16,1,0,3,42,162,13800.0,Online_Retail,RO,1,92.65,448.67,0,13,1.7,3,0,Online,Desktop,0
TXN0004841,2023-07-17 03:08:33,3,0,0,7,35,104,5400.0,Online_Retail,US,0,54.59,297.26,4,14,1.4,6,0,Chip,Mobile,0
TXN0005203,2023-07-31 03:34:59,3,0,0,7,33,159,13000.0,Grocery,US,0,43.88,356.26,6,12,1.1,5,0,Swipe,POS,0
TXN0004116,2023-06-17 21:49:59,21,5,1,6,48,185,4400.0,Electronics,CA,1,10.83,231.5,6,6,0.0,6,0,ATM,Unknown,0
TXN0003333,2023-05-18 05:00:01,5,3,0,5,72,630,5300.0,Electronics,US,0,37.67,116.04,4,8,1.2,4,0,Contactless,POS,0
TXN0006349,2023-09-13 12:33:11,12,2,0,9,34,930,12400.0,Gas,US,0,47.9,438.87,4,9,0.7,5,0,Contactless,Desktop,0
TXN0008534,2023-12-13 00:21:58,0,2,0,12,39,940,10100.0,Travel,UK,1,54.02,615.16,2,12,2.5,4,4,Chip,POS,0
TXN0007480,2023-10-30 03:01:01,3,0,0,10,61,491,9700.0,Grocery,US,0,35.52,205.56,5,6,0.9,6,0,Contactless,Mobile,0
TXN0006390,2023-09-15 13:45:05,13,4,0,9,48,860,4000.0,Travel,US,0,268.22,164.71,2,12,1.5,9,1,Contactless,Desktop,0
TXN0003308,2023-05-17 04:08:30,4,2,0,5,36,1421,11700.0,Online_Retail,US,0,151.61,260.23,1,10,1.8,5,0,Swipe,Unknown,0
TXN0004177,2023-06-20 07:04:48,7,1,0,6,39,67,25900.0,Restaurant,US,0,43.26,192.22,3,10,1.0,6,0,Chip,POS,0
TXN0002049,2023-03-28 03:09:16,3,1,0,3,62,974,11000.0,ATM,US,0,169.95,130.75,3,20,0.0,4,0,Online,Unknown,0
TXN0000695,2023-01-29 12:40:28,12,6,1,1,43,372,12500.0,Gas,US,0,56.7,210.71,5,14,0.6,2,1,Chip,POS,0
TXN0005951,2023-08-30 09:39:33,9,2,0,8,51,851,4000.0,Online_Retail,US,0,10.66,388.94,3,13,0.1,9,2,Chip,ATM,1
TXN0005211,2023-07-31 10:07:28,10,0,0,7,55,478,5900.0,Travel,CA,1,8.57,134.86,4,12,0.6,5,0,Chip,Mobile,0
TXN0006501,2023-09-19 18:24:24,18,1,0,9,55,235,15400.0,Electronics,US,0,36.21,122.58,4,16,1.0,7,1,Chip,POS,0
