hour_of_day,day_of_week,is_weekend,month,cardholder_age,account_age_days,credit_limit,is_foreign,transaction_amount,avg_7day_spend,num_txn_24h,num_txn_7d,days_since_last_txn,distinct_merchants_7d,declined_last_30d,merchant_country_missing,days_since_last_missing,amount_to_limit_ratio,amount_vs_7day_avg,txn_velocity_ratio,merchant_concentration,is_late_night,is_business_hours,is_new_account,log_account_age,log_transaction_amount,foreign_online,new_account_high_amount,late_night_foreign,merchant_category,merchant_country,channel,device_type,is_fraud
14,1,0,12,41,449,12300.0,0,576.01,416.76,1,13,1.2,6,2,0,0,0.04683008130081301,1.3821144063729724,0.5384615384615384,2.1666666666666665,0,1,0,6.1092475827643655,6.3578595973804495,0,0,0,Online_Retail,US,Contactless,POS,0
5,1,0,8,37,357,4100.0,1,64.54,404.26,4,10,0.3,5,4,0,0,0.015741463414634147,0.1596497303715431,2.8,2.0,0,0,0,5.8805329864007,4.182660643270669,0,0,0,Entertainment,UK,ATM,Mobile,0
13,6,1,11,23,364,9800.0,1,342.1,80.36,0,12,0.7,4,0,0,0,0.03490816326530612,4.257093081134894,0.0,3.0,0,1,0,5.8998973535824915,5.838021949864404,1,0,0,Travel,CA,Online,Unknown,0
23,2,0,10,27,1883,19300.0,0,635.73,1107.0,4,17,0.4,6,4,0,0,0.03293937823834197,0.5742818428184282,1.647058823529412,2.8333333333333335,0,0,0,7.5411524551363085,6.456345703864904,0,0,0,Online_Retail,US,Chip,Desktop,1
0,0,0,9,49,276,10500.0,0,43.66,136.23,3,16,0.5,3,1,0,0,0.004158095238095238,0.3204874109961095,1.3125,5.333333333333333,1,0,0,5.6240175061873385,3.799078246412012,0,0,0,Grocery,US,Swipe,Mobile,0
16,5,1,12,40,557,6200.0,0,6.22,106.57,3,11,1.0,3,2,0,0,0.001003225806451613,0.058365393637984424,1.9090909090909092,3.6666666666666665,0,1,0,6.324358962381311,1.9768549529047348,0,0,0,Grocery,US,Chip,Mobile,0
21,5,1,4,29,103,5800.0,0,47.92,190.15,5,19,1.6,5,0,0,0,0.008262068965517242,0.2520115698133053,1.8421052631578947,3.8,0,0,0,4.6443908991413725,3.890186310818972,0,0,0,ATM,US,Online,POS,0
4,0,0,6,63,1591,17100.0,1,75.88,264.99,1,10,2.6,7,1,0,0,0.004437426900584795,0.2863504283180497,0.7,1.4285714285714286,1,0,0,7.3727463664043285,4.342245764662037,1,0,1,Gas,NG,Online,Desktop,0
23,1,0,8,18,2128,2900.0,0,392.09,176.53,2,6,1.6,5,1,0,0,0.13520344827586206,2.2210955644932873,2.3333333333333335,1.2,0,0,0,7.663407664893479,5.974038593284604,0,0,0,Gas,US,ATM,Desktop,0
15,6,1,2,63,444,5700.0,0,196.73,280.77,2,10,0.5,5,1,0,0,0.034514035087719296,0.7006802721088435,1.4,2.0,0,1,0,6.09807428216624,5.286902463732738,0,0,0,Online_Retail,US,Chip,Unknown,0
17,0,0,12,36,269,7900.0,0,93.76,721.1,0,11,0.8,3,0,0,0,0.011868354430379747,0.13002357509360699,0.0,3.6666666666666665,0,1,0,5.598421958998375,4.5513473792905845,0,0,0,Grocery,US,Chip,Desktop,0
6,2,0,8,35,30,7800.0,0,32.93,251.1,1,7,0.6,9,0,0,0,0.004221794871794872,0.13114297092791716,1.0,0.7777777777777778,0,0,1,3.4339872044851463,3.5242995787961386,0,0,0,Online_Retail,US,Chip,Mobile,0
21,4,0,7,33,48,5900.0,0,396.52,375.09,2,10,1.1,3,0,0,0,0.06720677966101694,1.0571329547575248,1.4,3.3333333333333335,0,0,1,3.8918202981106265,5.985245247294065,0,0,0,Online_Retail,US,Contactless,Desktop,0
6,6,1,10,56,69,14500.0,0,20.61,427.41,2,18,1.9,5,1,0,0,0.0014213793103448275,0.04822067803748157,0.7777777777777777,3.6,0,0,1,4.248495242049359,3.0731561705187946,0,0,0,ATM,US,ATM,Mobile,0
9,3,0,12,52,855,4400.0,0,10.14,404.91,3,14,1.5,7,1,1,0,0.0023045454545454545,0.025042602059716975,1.5,2.0,0,1,0,6.752270376141742,2.410542234499138,0,0,0,Online_Retail,US,Contactless,ATM,0
20,0,0,3,35,793,3300.0,0,57.36,178.0,3,12,0.7,4,0,0,0,0.017381818181818182,0.32224719101123595,1.75,3.0,0,0,0,6.677083461247136,4.066630723654585,0,0,0,Electronics,US,Contactless,Mobile,0
20,5,1,9,58,268,9300.0,0,155.34,231.74,0,12,0.4,2,0,0,0,0.016703225806451612,0.6703201864158108,0.0,6.0,0,0,0,5.594711379601839,5.052033122792184,0,0,0,Gas,US,Contactless,Mobile,0
9,0,0,4,57,697,10700.0,0,110.16,222.42,3,8,2.7,2,0,0,0,0.010295327102803738,0.4952792015106555,2.625,4.0,0,1,0,6.548219102762372,4.710970604874303,0,0,0,Grocery,US,Chip,POS,0
9,4,0,12,73,1042,17100.0,1,120.96,90.06,2,14,0.2,3,1,0,0,0.007073684210526315,1.3431045969353763,1.0,4.666666666666667,0,1,0,6.949856455000773,4.803693122120054,0,0,0,Travel,UK,Contactless,Mobile,0
0,1,0,7,36,592,7000.0,0,161.62,270.36,1,11,1.8,4,1,0,0,0.02308857142857143,0.5977955318834147,0.6363636363636364,2.75,1,0,0,6.385194398997726,5.091416190779691,0,0,0,Travel,US,Contactless,Desktop,0
15,1,0,6,37,407,11900.0,0,98.72,239.34,2,12,1.8,4,0,0,0,0.008295798319327731,0.4124676192863708,1.1666666666666667,3.0,0,1,0,6.0112671744041615,4.6023662586553575,0,0,0,Grocery,US,Online,POS,0
6,2,0,8,38,699,7800.0,0,479.78,154.87,1,11,3.8,4,1,0,0,0.061510256410256405,3.0979531219732674,0.6363636363636364,2.75,0,0,0,6.551080335043404,6.175409785018034,0,0,0,Gas,US,Contactless,Mobile,0
11,0,0,5,34,446,14600.0,0,395.8,241.96,3,14,1.3,6,0,0,0,0.02710958904109589,1.6358075714994214,1.5,2.3333333333333335,0,1,0,6.102558594613569,5.983432375410718,0,0,0,Travel,US,Swipe,Mobile,0
23,3,0,1,55,301,10800.0,1,45.78,42.41,2,9,4.1,6,0,0,0,0.004238888888888889,1.0794623909455319,1.5555555555555554,1.5,0,0,0,5.71042701737487,3.845455761156033,0,0,0,ATM,UK,Chip,Mobile,0
17,6,1,10,34,1131,5200.0,0,76.28,119.01,1,12,0.2,7,2,0,0,0.01466923076923077,0.6409545416351566,0.5833333333333334,1.7142857142857142,0,1,0,7.0317412587631285,4.347435189904263,0,0,0,Travel,US,Swipe,Unknown,0
12,6,1,7,45,350,11700.0,0,13.04,365.02,5,19,0.9,2,0,0,0,0.0011145299145299144,0.035724069913977315,1.8421052631578947,9.5,0,1,0,5.860786223465865,2.641910398597665,0,0,0,Entertainment,US,Contactless,POS,0
21,1,0,12,44,134,5500.0,0,25.32,436.75,1,15,0.9,5,2,0,0,0.004603636363636364,0.05797366914710933,0.4666666666666667,3.0,0,0,0,4.90527477843843,3.2703291064571163,0,0,0,Electronics,US,Chip,POS,0
21,4,0,6,27,765,11300.0,0,111.82,321.33,3,12,1.2,7,0,0,0,0.009895575221238937,0.3479911617340429,1.75,1.7142857142857142,0,0,0,6.641182169740591,4.72579362831183,0,0,0,Online_Retail,US,Contactless,Unknown,0
1,3,0,8,63,276,3600.0,0,127.91,159.51,4,11,2.4,6,0,0,0,0.03553055555555555,0.8018932982258166,2.5454545454545454,1.8333333333333333,1,0,0,5.6240175061873385,4.859114486455013,0,0,0,Grocery,US,Chip,Desktop,0
18,1,0,1,57,271,6900.0,0,29.1,216.36,1,11,0.3,3,0,0,0,0.0042173913043478265,0.13449805879090404,0.6363636363636364,3.6666666666666665,0,0,0,5.605802066295998,3.40452517175483,0,0,0,Entertainment,US,Chip,POS,0
10,1,0,6,45,197,6700.0,0,40.87,327.72,4,15,8.3,3,1,0,0,0.0060999999999999995,0.12471011839375075,1.8666666666666667,5.0,0,1,0,5.288267030694535,3.734569580031052,0,0,0,Luxury,US,Contactless,POS,0
7,5,1,12,37,1195,9400.0,0,32.74,132.31,3,12,0.3,5,0,0,0,0.0034829787234042556,0.24744917239815586,1.75,2.4,0,0,0,7.086737934510577,3.5186840771178223,0,0,0,Gas,US,Chip,Desktop,0
13,4,0,7,28,1047,18400.0,0,157.66,204.02,1,14,2.0,3,0,0,0,0.008568478260869565,0.7727673757474757,0.5,4.666666666666667,0,1,0,6.954638864880987,5.066763547873856,0,0,0,Online_Retail,US,Swipe,Mobile,0
21,0,0,4,18,138,9900.0,0,54.52,51.78,1,12,5.7,3,3,0,0,0.005507070707070708,1.0529161838547703,0.5833333333333334,4.0,0,0,0,4.9344739331306915,4.016743316198549,0,0,0,Electronics,US,Swipe,POS,0
2,4,0,5,51,172,8000.0,0,170.77,193.09,2,13,0.7,1,0,0,0,0.02134625,0.8844062354342535,1.0769230769230769,13.0,1,0,0,5.153291594497779,5.146156372648934,0,0,0,ATM,US,ATM,ATM,0
15,1,0,1,39,2149,12100.0,0,204.66,229.8,7,7,4.2,5,1,0,0,0.01691404958677686,0.8906005221932114,7.0,1.4,0,1,0,7.673223121121708,5.326224319801044,0,0,0,Gas,US,Chip,Unknown,0
1,6,1,2,48,1823,14200.0,0,56.61,300.75,6,15,1.2,3,0,0,0,0.003986619718309859,0.18822942643391521,2.8000000000000003,5.0,1,0,0,7.508787170634276,4.053696163744291,0,0,0,Luxury,US,Online,Unknown,0
8,3,0,7,57,221,10600.0,0,45.41,317.35,5,9,3.0,2,0,0,0,0.004283962264150943,0.14309122420040962,3.8888888888888884,4.5,0,0,0,5.402677381872279,3.8375149532530846,0,0,0,Online_Retail,US,Online,Desktop,0
11,6,1,6,35,133,25800.0,0,12.94,154.26,0,19,0.7,3,0,0,0,0.0005015503875968993,0.08388435109555296,0.0,6.333333333333333,0,1,0,4.897839799950911,2.6347624053323777,0,0,0,Restaurant,US,Chip,POS,0
3,0,0,9,65,1623,14000.0,0,223.09,704.62,3,9,0.3,4,1,0,0,0.015935,0.3166103715477846,2.333333333333333,2.25,1,0,0,7.392647520721623,5.412047756875059,0,0,0,Travel,US,Contactless,POS,0
19,0,0,1,58,474,8500.0,1,20.82,58.31,6,14,4.9,4,0,0,0,0.0024494117647058822,0.3570571085577088,3.0,3.5,0,0,0,6.163314804034641,3.0828269804049246,0,0,0,Gas,MX,Chip,Mobile,0
3,2,0,10,33,1030,20900.0,0,216.24,90.98,2,16,1.9,5,0,0,0,0.01034641148325359,2.3767861068366676,0.875,3.2,1,0,0,6.93828448401696,5.381002733166644,0,0,0,Entertainment,US,ATM,Unknown,0
7,2,0,8,45,1596,11400.0,1,69.0,350.54,2,13,1.5,8,0,0,0,0.0060526315789473685,0.1968391624351001,1.0769230769230769,1.625,0,0,0,7.3758821482150125,4.248495242049359,0,0,0,Electronics,MX,Swipe,POS,0
16,5,1,7,25,1169,6500.0,0,11.55,200.23,4,11,6.1,3,1,0,0,0.001776923076923077,0.05768366378664536,2.5454545454545454,3.6666666666666665,0,1,0,7.064759027791802,2.529720665577793,0,0,0,Online_Retail,US,Swipe,Desktop,0
18,5,1,10,44,174,3800.0,1,82.23,306.76,1,18,2.0,5,2,0,0,0.021639473684210528,0.26805972095449215,0.38888888888888884,3.6,0,0,0,5.1647859739235145,4.421607859758004,0,0,0,Online_Retail,UK,Contactless,Mobile,0
17,5,1,7,34,1126,8800.0,0,136.29,254.34,3,14,2.0,2,0,0,0,0.0154875,0.5358575135645199,1.5,7.0,0,1,0,7.027314514039777,4.922095476909513,0,0,0,Electronics,US,Online,Mobile,0
19,6,1,1,47,687,8200.0,0,44.79,377.78,4,12,4.0,5,0,0,0,0.0054621951219512195,0.1185610672878395,2.3333333333333335,2.4,0,0,0,6.5337888379333435,3.824065726669004,0,0,0,Online_Retail,US,Chip,Desktop,0
23,6,1,5,19,1225,11400.0,0,26.31,146.13,3,15,0.5,7,0,0,0,0.002307894736842105,0.1800451652638062,1.4000000000000001,2.142857142857143,0,0,0,7.111512116496157,3.3072529354856135,0,0,0,Gas,US,Online,Unknown,0
9,6,1,3,36,986,8600.0,0,368.08,150.25,3,14,2.2,6,0,0,0,0.0428,2.4497836938435937,1.5,2.3333333333333335,0,1,0,6.894670039433482,5.911013422710355,0,0,0,Healthcare,US,Chip,Unknown,0
7,2,0,11,63,410,9300.0,0,35.28,93.78,4,9,1.5,5,3,0,0,0.0037935483870967742,0.3761996161228407,3.1111111111111107,1.8,0,0,0,6.018593214496234,3.591266625246936,0,0,0,Grocery,US,Swipe,Mobile,0
17,2,0,7,32,212,4900.0,0,159.42,340.02,4,10,1.0,8,0,0,0,0.032534693877551014,0.4688547732486324,2.8,1.25,0,1,0,5.3612921657094255,5.077795375938779,0,0,0,Online_Retail,US,Swipe,Desktop,0
20,5,1,11,18,1299,18800.0,1,17.75,124.31,3,16,1.4,4,4,0,0,0.0009441489361702128,0.14278819081328936,1.3125,4.0,0,0,0,7.170119543449628,2.9311937524164198,0,0,0,Restaurant,CN,Chip,Mobile,0
17,5,1,12,29,155,19700.0,0,37.47,132.57,2,11,2.1,4,0,0,0,0.0019020304568527918,0.282643131930301,1.2727272727272727,2.75,0,1,0,5.049856007249537,3.6498787167642037,0,0,0,Entertainment,US,Chip,ATM,0
21,3,0,2,34,205,5000.0,1,16.74,111.17,4,14,4.1,2,2,0,0,0.003348,0.15058019249797605,2.0,7.0,0,0,0,5.327876168789581,2.8758219768814333,0,0,0,Travel,BR,Contactless,POS,0
11,5,1,4,63,302,17900.0,0,69.59,211.98,1,5,4.6,11,0,0,0,0.0038877094972067042,0.3282856873289933,1.4,0.45454545454545453,0,1,0,5.713732805509369,4.256888491407381,0,0,0,Grocery,US,Chip,POS,1
1,4,0,5,47,805,20400.0,1,17.77,109.52,2,10,0.8,7,0,0,0,0.000871078431372549,0.16225346968590212,1.4,1.4285714285714286,1,0,0,6.692083742506628,2.9322598505984176,0,0,1,Grocery,UK,Swipe,Unknown,0
23,0,0,11,32,88,11500.0,0,97.38,125.14,3,14,1.1,7,0,0,0,0.008467826086956521,0.7781684513345053,1.5,2.0,0,0,1,4.48863636973214,4.588837531367194,0,0,0,Entertainment,US,Swipe,Mobile,0
5,2,0,8,49,365,28600.0,0,333.6,308.64,1,8,3.5,5,0,0,0,0.011664335664335666,1.0808709175738727,0.875,1.6,0,0,0,5.902633333401366,5.812935788552724,0,0,0,Electronics,US,Online,Mobile,0
0,2,0,6,28,334,13500.0,0,13.43,117.58,0,18,2.7,7,1,0,0,0.0009948148148148147,0.11422010546011227,0.0,2.5714285714285716,1,0,0,5.814130531825066,2.6693093727857793,0,0,0,Grocery,US,Chip,Desktop,0
22,1,0,3,65,147,10300.0,0,172.46,40.95,4,14,2.5,5,0,0,0,0.01674368932038835,4.211477411477412,2.0,2.8,0,0,0,4.997212273764115,5.155947025256309,0,0,0,Entertainment,US,ATM,Mobile,0
11,2,0,9,39,578,16200.0,0,49.32,454.5,5,9,4.5,3,0,1,0,0.0030444444444444447,0.10851485148514851,3.8888888888888884,3.0,0,1,0,6.361302477572996,3.918402612392185,0,0,0,Travel,US,Swipe,Desktop,0
15,3,0,9,34,615,5600.0,0,49.47,199.73,3,12,1.8,2,0,0,0,0.00883392857142857,0.24768437390477144,1.75,6.0,0,1,0,6.423246963533519,3.921379100352171,0,0,0,Restaurant,US,Chip,ATM,0
16,4,0,1,49,43,7700.0,0,16.71,584.34,2,21,999.0,4,2,0,1,0.0021701298701298703,0.028596365129890132,0.6666666666666666,5.25,0,1,1,3.784189633918261,2.8741294517947424,0,0,0,Grocery,US,Online,POS,0
2,1,0,6,34,1050,8900.0,0,372.83,751.26,2,6,1.8,7,1,0,0,0.04189101123595505,0.49627292814737906,2.3333333333333335,0.8571428571428571,1,0,0,6.957497370876951,5.923801148622886,0,0,0,Online_Retail,US,ATM,ATM,0
3,6,1,1,33,159,4700.0,1,31.4,219.8,2,16,0.1,4,0,0,0,0.006680851063829787,0.14285714285714285,0.875,4.0,1,0,0,5.075173815233827,3.4781584227982836,0,0,1,Online_Retail,CA,ATM,Mobile,0
18,5,1,5,22,753,12200.0,1,37.43,236.08,4,16,1.0,5,0,0,0,0.003068032786885246,0.1585479498475093,1.75,3.2,0,0,0,6.625392368007956,3.6488384045767526,0,0,0,Gas,UK,Chip,POS,0
0,5,1,1,35,71,15500.0,0,245.35,88.93,5,11,4.1,2,0,0,0,0.015829032258064517,2.7589115034296636,3.181818181818182,5.5,1,0,1,4.276666119016055,5.506753288989972,0,0,0,Grocery,US,Contactless,Desktop,0
9,6,1,12,35,1202,11800.0,1,47.93,59.67,4,13,2.6,4,0,0,0,0.004061864406779661,0.8032512150159209,2.1538461538461537,3.25,0,1,0,7.0925737159746784,3.8903907053010323,1,0,0,Online_Retail,MX,Online,Desktop,0
1,0,0,1,31,1343,9400.0,1,120.88,393.24,3,11,2.0,6,0,0,0,0.012859574468085106,0.30739497507883223,1.9090909090909092,1.8333333333333333,1,0,0,7.203405521083095,4.803036954117508,0,0,1,Online_Retail,UK,Chip,Unknown,0
0,3,0,7,25,1165,10500.0,0,27.97,99.26,4,10,2.4,8,0,0,0,0.0026638095238095236,0.28178521055813016,2.8,1.25,1,0,0,7.061334366910438,3.366260811781259,0,0,0,Restaurant,US,Chip,POS,0
14,5,1,8,56,1160,13300.0,1,96.64,153.13,3,8,2.8,8,2,0,0,0.0072661654135338346,0.6310977600731404,2.625,1.0,0,1,0,7.057036981697891,4.581287245524759,0,0,0,Online_Retail,MX,Swipe,Desktop,0
14,3,0,1,57,1428,11500.0,0,33.21,465.09,4,12,3.8,7,1,1,0,0.002887826086956522,0.07140553441269433,2.3333333333333335,1.7142857142857142,0,1,0,7.264730177929867,3.5325179989895132,0,0,0,Grocery,US,Online,Mobile,0
6,0,0,4,45,938,11300.0,1,7.73,240.93,7,16,3.1,8,0,0,0,0.0006840707964601771,0.03208400780309634,3.0625,2.0,0,0,0,6.844815479208263,2.166765369851511,0,0,0,Healthcare,NG,Swipe,Unknown,0
15,3,0,12,31,358,15400.0,0,39.44,547.34,3,11,2.0,4,1,0,0,0.002561038961038961,0.07205758760551027,1.9090909090909092,2.75,0,1,0,5.883322388488279,3.6998193941522706,0,0,0,Grocery,US,Chip,POS,0
18,3,0,6,42,349,24700.0,0,66.97,163.09,3,8,0.4,3,2,0,0,0.0027113360323886638,0.4106321662885523,2.625,2.6666666666666665,0,0,0,5.857933154483459,4.219066431358547,0,0,0,Online_Retail,US,ATM,Desktop,0
2,5,1,7,44,701,11600.0,0,3.36,288.58,1,14,0.2,6,0,0,0,0.0002896551724137931,0.011643218518261835,0.5,2.3333333333333335,1,0,0,6.553933404025811,1.4724720573609429,0,0,0,Online_Retail,US,Contactless,Desktop,0
12,4,0,3,31,2589,6200.0,0,51.02,305.16,3,10,2.9,3,3,0,0,0.008229032258064517,0.16719098178004982,2.1,3.3333333333333335,0,1,0,7.859413154693583,3.9516282600205055,0,0,0,Gas,US,Swipe,Mobile,0
0,5,1,6,39,1249,5200.0,0,158.63,175.68,0,10,2.7,3,0,0,0,0.03050576923076923,0.9029485428051002,0.0,3.3333333333333335,1,0,0,7.1308988302963465,5.072858637276387,0,0,0,ATM,US,Swipe,Desktop,0
20,5,1,9,72,420,17400.0,0,140.41,158.26,6,11,0.5,8,0,0,0,0.008069540229885057,0.8872109187413117,3.8181818181818183,1.375,0,0,0,6.042632833682381,4.9516634723196855,0,0,0,Travel,US,Online,Desktop,0
4,1,0,3,31,810,9700.0,0,23.24,514.74,0,9,1.1,7,3,0,0,0.0023958762886597935,0.04514900726580409,0.0,1.2857142857142858,1,0,0,6.698268054115413,3.1880041612011136,0,0,0,Grocery,US,Online,POS,0
4,6,1,6,57,3338,17200.0,0,102.17,245.385,4,10,3.4,3,1,0,0,0.005940116279069768,0.41636611854840355,2.8,3.3333333333333335,1,0,0,8.113426639943654,4.6363781131122845,0,0,0,Grocery,US,Chip,Mobile,0
10,3,0,8,25,588,5200.0,0,1025.25,78.68,4,17,5.4,8,1,0,0,0.19716346153846154,13.030630401626842,1.647058823529412,2.125,0,1,0,6.3784261836515865,6.933666660766638,0,0,0,Grocery,US,Chip,Desktop,0
23,2,0,7,18,613,7500.0,0,359.08,205.83,2,16,0.7,3,1,1,0,0.047877333333333334,1.7445464703881843,0.875,5.333333333333333,0,0,0,6.419994928147142,5.886326228984677,0,0,0,Travel,US,Chip,POS,0
4,2,0,3,35,160,11400.0,0,107.74,229.41,4,12,1.6,3,0,0,0,0.009450877192982456,0.4696395100475132,2.3333333333333335,4.0,1,0,0,5.081404364984463,4.688959711717774,0,0,0,Electronics,US,Chip,POS,0
6,0,0,8,65,933,22700.0,0,85.48,176.88,3,18,0.7,5,2,0,0,0.003765638766519824,0.4832654907281773,1.1666666666666665,3.6,0,0,0,6.839476438228843,4.4599131733309525,0,0,0,Gas,US,Contactless,Mobile,0
16,4,0,7,55,149,28800.0,0,156.03,525.65,3,13,4.2,7,0,0,0,0.005417708333333333,0.2968324931037763,1.6153846153846154,1.8571428571428572,0,1,0,5.0106352940962555,5.056436869896863,0,0,0,Healthcare,US,Contactless,POS,0
5,3,0,3,39,783,7500.0,0,125.68,681.86,1,15,0.2,5,0,0,0,0.016757333333333336,0.18431936174581293,0.4666666666666667,3.0,0,0,0,6.664409020350408,4.841664221670439,0,0,0,Gas,US,Contactless,Desktop,0
12,2,0,3,63,894,11600.0,1,64.68,677.62,0,9,2.3,6,2,0,0,0.005575862068965518,0.09545172810719874,0.0,1.5,0,1,0,6.796823718274855,4.184794465144173,0,0,0,Gas,RO,ATM,ATM,1
9,2,0,2,80,30,4200.0,0,367.38,169.3,1,18,999.0,10,1,0,1,0.08747142857142857,2.1699940933254576,0.38888888888888884,1.8,0,1,1,3.4339872044851463,5.909115014090957,0,0,0,Gas,US,Swipe,Mobile,0
10,3,0,12,27,280,14400.0,1,28.5,479.86,3,6,4.1,5,0,0,0,0.001979166666666667,0.059392322760805236,3.5,1.2,0,1,0,5.638354669333745,3.3843902633457743,0,0,0,Grocery,UK,Contactless,POS,0
10,0,0,2,50,257,22200.0,0,40.95,379.79,4,6,0.2,8,0,0,0,0.0018445945945945947,0.10782274414808184,4.666666666666667,0.75,0,1,0,5.552959584921617,3.7364784329132155,0,0,0,Grocery,US,Online,Unknown,0
4,0,0,4,39,105,12400.0,0,32.92,702.05,2,11,3.3,4,0,0,0,0.0026548387096774193,0.04689124706217507,1.2727272727272727,2.75,1,0,0,4.663439094112067,3.5240048109237025,0,0,0,Restaurant,US,Online,Desktop,0
7,5,1,3,58,677,4800.0,1,131.36,152.17,1,6,1.9,6,0,0,0,0.02736666666666667,0.8632450548728398,1.1666666666666667,1.0,0,0,0,6.519147287940395,4.885525483053412,0,0,0,Restaurant,CN,Chip,Unknown,0
1,0,0,7,18,286,4700.0,0,452.37,145.45,2,11,5.2,2,1,0,0,0.09624893617021277,3.110140941904435,1.2727272727272727,5.5,1,0,0,5.659482215759621,6.116708569144128,0,0,0,Entertainment,US,Swipe,POS,0
5,5,1,2,50,1208,10300.0,0,152.51,148.91,3,10,0.3,2,0,0,0,0.014806796116504853,1.024175676583171,2.1,5.0,0,0,0,7.097548850614793,5.03376571148511,0,0,0,ATM,US,Online,ATM,0
0,0,0,10,35,143,6700.0,0,14.28,165.19,3,16,0.1,3,0,0,0,0.0021313432835820896,0.08644591076941703,1.3125,5.333333333333333,1,0,0,4.969813299576001,2.7265447837383743,0,0,0,Luxury,US,Online,POS,1
20,5,1,6,57,2020,3800.0,0,295.19,721.36,2,9,1.8,4,5,0,0,0.07768157894736842,0.4092131529333481,1.5555555555555554,2.25,0,0,0,7.611347717403621,5.691001140291468,0,0,0,Gas,US,ATM,Unknown,0
12,4,0,2,37,1579,7700.0,1,12.85,769.67,3,17,0.5,6,1,0,0,0.0016688311688311688,0.01669546688840672,1.2352941176470589,2.8333333333333335,0,1,0,7.365180126021013,2.6282852326333477,0,0,0,Electronics,NG,ATM,Unknown,0
22,6,1,1,37,735,8300.0,0,50.85,265.42,2,7,0.6,9,0,0,0,0.006126506024096386,0.19158315123200964,2.0,0.7777777777777778,0,0,0,6.601230118728877,3.948354934675536,0,0,0,Luxury,US,Contactless,Desktop,0
21,2,0,4,68,782,2600.0,0,37.86,245.58,3,10,0.0,5,0,0,0,0.01456153846153846,0.15416564866845833,2.1,2.0,0,0,0,6.663132695990803,3.659965443949294,0,0,0,Grocery,US,Online,Mobile,0
23,5,1,9,22,210,6100.0,0,3.11,291.65,0,10,0.5,5,2,0,0,0.0005098360655737704,0.010663466483799075,0.0,2.0,0,0,0,5.351858133476067,1.413423028508143,0,0,0,Electronics,US,Contactless,POS,0
15,6,1,9,42,151,18300.0,0,19.71,106.29,3,7,6.2,6,0,1,0,0.0010770491803278688,0.18543607112616425,3.0,1.1666666666666667,0,1,0,5.0238805208462765,3.030616675407493,0,0,0,Luxury,US,Chip,Desktop,0
11,2,0,10,56,528,27700.0,0,125.4,333.09,2,17,3.1,8,0,0,0,0.004527075812274369,0.3764748266234352,0.823529411764706,2.125,0,1,0,6.270988431858299,4.839451481712757,0,0,0,ATM,US,Online,Desktop,0
12,0,0,4,31,1006,7600.0,0,27.44,476.96,3,16,2.2,3,0,1,0,0.0036105263157894738,0.057531029855753105,1.3125,5.333333333333333,0,1,0,6.914730892718563,3.34779660493504,0,0,0,Grocery,US,Chip,Mobile,0
23,5,1,4,29,177,23400.0,0,90.91,237.6,3,4,0.7,7,0,0,0,0.003885042735042735,0.38261784511784513,5.25,0.5714285714285714,0,0,0,5.181783550292085,4.5208098373700185,0,0,0,Travel,US,Contactless,ATM,0
14,0,0,9,26,775,13700.0,1,122.48,130.0,5,10,1.8,8,4,0,0,0.00894014598540146,0.9421538461538462,3.5,1.25,0,1,0,6.654152520183219,4.8160791996339585,1,0,0,Travel,RO,Online,Desktop,0
13,2,0,12,34,1869,17500.0,0,31.55,243.32,2,12,0.0,6,0,0,0,0.001802857142857143,0.12966463915831006,1.1666666666666667,2.0,0,1,0,7.533693709848633,3.482777368654578,0,0,0,Grocery,US,Contactless,ATM,0
14,6,1,12,59,1233,8000.0,0,215.54,292.23,2,11,3.2,5,1,0,0,0.026942499999999998,0.7375697224788693,1.2727272727272727,2.2,0,1,0,7.1180162044653335,5.377775287882752,0,0,0,Restaurant,US,Swipe,POS,0
11,3,0,10,31,461,13500.0,1,131.23,252.99,3,6,3.2,5,3,0,0,0.00972074074074074,0.5187161547887268,3.5,1.2,0,1,0,6.135564891081739,4.884542830568732,0,0,0,Restaurant,RO,Chip,Desktop,0
5,6,1,5,18,1460,3900.0,0,51.78,590.81,2,16,3.5,5,0,0,0,0.013276923076923077,0.08764238926219936,0.875,3.2,0,0,0,7.2868764117507,3.966132331075178,0,0,0,Luxury,US,Contactless,Desktop,0
14,0,0,6,18,30,6800.0,0,334.16,243.87,3,8,2.2,9,0,0,0,0.04914117647058824,1.3702382416861443,2.625,0.8888888888888888,0,1,1,3.4339872044851463,5.814608029745086,0,0,0,Entertainment,US,Chip,Unknown,0
20,3,0,5,49,337,15000.0,0,48.48,88.93,7,11,1.0,7,0,0,0,0.0032319999999999996,0.5451478691105363,4.454545454545455,1.5714285714285714,0,0,0,5.823045895483019,3.901568547524287,0,0,0,Grocery,US,Chip,Mobile,0
5,0,0,11,40,323,10200.0,0,52.4,361.08,0,15,1.3,3,3,0,0,0.005137254901960784,0.14512019497064363,0.0,5.0,0,0,0,5.780743515792329,3.977810745966149,0,0,0,ATM,US,Chip,POS,0
15,0,0,11,66,865,5100.0,1,11.82,782.28,1,9,2.1,3,0,0,0,0.0023176470588235293,0.01510967939868078,0.7777777777777777,3.0,0,1,0,6.763884908562435,2.551006451492524,0,0,0,Entertainment,NG,Swipe,POS,0
