transaction_id,timestamp,hour_of_day,day_of_week,is_weekend,month,account_type,account_age_months,account_balance,customer_age,customer_segment,txn_type,txn_direction,txn_amount,counterparty_country,is_high_risk_country,is_cross_border,txn_count_7d,txn_count_30d,avg_txn_amount_30d,max_txn_amount_30d,unique_counterparties_30d,cross_border_ratio_30d,structuring_flag,prior_sar_count,kyc_risk_score
TXN0005384,2023-08-12 00:30:05,0,5,1,8,Checking,14,50090.38,56,Retail,Internal Transfer,Credit,1337.85,RU,1,1,4,16,186.47,429.63,7,0.2,0,1,5.0
TXN0006781,2023-10-28 17:20:37,17,5,1,10,Premium,41,23954.76,61,SME,Wire Transfer,Credit,553.33,,0,1,2,9,373.68,1272.89,10,0.21,0,1,3.0
TXN0007753,2023-03-07 23:23:08,23,1,0,3,Student,7,4687.91,45,Student,ATM Withdrawal,Credit,0.0,US,0,0,6,31,649.18,3838.25,6,0.049,0,0,3.0
TXN0004124,2023-03-23 09:53:08,9,3,0,3,Business,23,76337.99,40,Retail,POS Purchase,Debit,306.72,AE,1,1,2,9,360.76,1372.73,14,0.118,0,0,3.0
TXN0007565,2023-03-02 19:26:38,19,3,0,3,Checking,18,27282.48,26,SME,POS Purchase,Debit,468.23,US,0,0,9,34,135.36,526.36,6,0.246,0,0,1.0
TXN0001964,2023-05-19 09:07:59,9,4,0,5,Savings,10,16727.74,68,Retail,POS Purchase,Credit,18.48,UK,0,1,8,34,147.5,815.48,7,0.217,0,0,3.0
TXN0002784,2023-08-02 14:12:25,14,2,0,8,Checking,149,5183.45,45,SME,Bill Payment,Debit,500.0,US,0,0,5,27,47.94,128.26,3,0.05,0,0,2.0
TXN0005546,2023-11-01 01:21:53,1,2,0,11,Business,73,22878.23,30,Retail,Direct Deposit,Debit,390.61,US,0,0,5,19,528.4,1108.26,6,0.282,0,3,
TXN0000467,2023-02-08 15:21:21,15,2,0,2,Checking,58,10414.54,47,Retail,POS Purchase,Debit,318.45,US,0,0,8,37,73.66,222.32,6,0.179,0,0,2.0
TXN0000998,2023-06-25 20:42:15,20,6,1,6,Premium,6,2278.22,43,Corporate,Bill Payment,Credit,109.93,US,0,0,9,34,142.37,610.75,4,0.21,0,0,3.0
TXN0007408,2023-08-29 18:56:16,18,1,0,8,Savings,26,23445.88,37,Retail,Internal Transfer,Credit,39.17,US,0,0,2,10,244.88,611.63,8,0.078,0,0,3.0
TXN0003281,2023-03-23 14:56:15,14,3,0,3,Checking,14,3814.92,18,Corporate,Wire Transfer,Debit,460.73,US,0,0,4,16,116.0,440.88,5,0.185,0,0,2.0
TXN0001341,2023-02-17 16:41:40,16,4,0,2,Checking,16,6702.97,49,Retail,POS Purchase,Debit,368.63,UK,0,1,16,68,574.41,1177.58,10,0.014,0,0,1.0
TXN0001200,2023-04-09 12:58:17,12,6,1,4,Business,46,3983.15,47,Corporate,ACH,Debit,300.62,US,0,0,5,19,314.92,1674.18,6,0.068,0,0,5.0
TXN0002798,2023-02-27 20:44:25,20,0,0,2,Business,27,18931.05,18,Wealth,POS Purchase,Credit,2500.0,CN,0,1,6,27,195.33,522.08,10,0.0,0,1,3.0
TXN0005204,2023-12-13 05:20:58,5,2,0,12,Checking,20,1015.55,39,Corporate,Bill Payment,Credit,68.89,US,0,0,6,24,246.76,456.98,11,0.216,0,0,1.0
TXN0003337,2023-08-29 05:02:04,5,1,0,8,Checking,13,3031.75,52,SME,Bill Payment,Credit,397.01,US,0,0,14,61,250.55,1235.46,13,0.338,0,0,2.0
TXN0000618,2023-06-07 09:00:38,9,2,0,6,Checking,33,2753.95,47,Wealth,ATM Withdrawal,Credit,400.0,US,0,0,6,25,477.55,843.37,11,0.229,0,0,3.0
TXN0001099,2023-06-02 11:07:43,11,4,0,6,Savings,38,3542.03,18,Student,Check,Credit,36.45,US,0,0,7,30,216.44,390.26,10,0.137,0,0,1.0
TXN0002829,2023-09-08 12:57:07,12,4,0,9,Savings,14,13123.05,18,Retail,ACH,Debit,218.14,,0,0,7,36,245.45,518.74,8,0.051,0,0,3.0
TXN0003326,2023-12-15 21:48:16,21,4,0,12,Savings,20,4063.35,45,Student,Check,Credit,236.65,US,0,0,2,11,91.78,509.71,10,0.12,0,0,3.0
TXN0006639,2023-11-08 09:47:58,9,2,0,11,Student,9,5270.57,52,Student,Wire Transfer,Debit,16.2,US,0,0,6,22,210.23,1196.76,11,0.397,0,1,3.0
TXN0004934,2023-12-19 19:16:50,19,1,0,12,Business,201,19592.99,35,SME,ATM Withdrawal,Debit,87.42,CN,0,1,8,33,393.62,1536.67,7,0.323,0,0,1.0
TXN0005881,2023-04-17 08:11:12,8,0,0,4,Student,8,4725.22,61,Wealth,ACH,Debit,247.53,UK,0,1,3,11,194.48,518.85,8,0.043,0,0,2.0
TXN0007571,2023-04-25 17:24:08,17,1,0,4,Business,102,8984.17,32,Retail,Wire Transfer,Debit,34091.53,BR,0,1,6,28,3957.720967793571,37858.37,8,0.8195540713630307,0,0,4.0
TXN0001823,2023-01-03 14:49:17,14,1,0,1,Premium,51,12282.58,19,Wealth,Bill Payment,Credit,100.0,US,0,0,9,49,205.06,608.36,9,0.291,0,0,4.0
TXN0006388,2023-01-20 23:58:07,23,4,0,1,Premium,29,95939.92,31,Retail,Wire Transfer,Credit,850.98,,1,1,7,32,195.87,628.28,6,0.048,0,0,2.0
TXN0005786,2023-11-09 12:47:20,12,3,0,11,Savings,3,19088.3,55,Corporate,Internal Transfer,Debit,2745.9,US,0,0,8,38,91.72,155.99,9,0.051,0,0,3.0
TXN0000504,2023-10-27 23:27:04,23,4,0,10,Checking,22,8796.29,52,Corporate,Bill Payment,Debit,2600.0,US,0,0,6,22,627.04,964.54,7,0.061,0,0,3.0
TXN0003440,2023-06-07 19:39:13,19,2,0,6,Checking,26,37074.43,26,Student,ACH,Credit,36.88,US,0,0,5,22,991.03,3167.83,9,0.109,0,0,4.0
TXN0004264,2023-09-02 11:17:53,11,5,1,9,Checking,3,35697.74,56,Corporate,Direct Deposit,Debit,1000.0,US,0,0,7,25,294.22,1742.79,7,0.412,0,0,3.0
TXN0001647,2023-01-03 12:57:40,12,1,0,1,Savings,14,9495.97,45,Student,ACH,Debit,1635.1,US,0,0,5,19,107.77,599.69,10,0.08,0,0,1.0
TXN0004757,2023-06-10 04:36:31,4,5,1,6,Savings,134,3808.91,34,Student,Check,Credit,2068.17,CA,0,1,6,26,550.16,914.35,11,0.111,0,0,1.0
TXN0007660,2023-09-05 00:25:24,0,1,0,9,Student,1,10984.58,42,Retail,Direct Deposit,Debit,263.71,US,0,0,7,37,,1209.5,4,0.417,0,0,2.0
TXN0007400,2023-11-29 04:16:39,4,2,0,11,BUSINESS,41,23107.08,38,Corporate,POS Purchase,Credit,53.32,US,0,0,8,29,311.38,1069.75,6,0.054,0,0,3.0
TXN0002497,2023-02-18 15:19:00,15,5,1,2,Premium,43,27874.99,37,Retail,Internal Transfer,Credit,373.91,US,0,0,6,24,121.74,340.29,14,0.042,0,0,2.0
TXN0004727,2023-07-17 01:25:58,1,0,0,7,Premium,31,5197.19,61,corporate,Internal Transfer,Credit,4818.08,CA,0,1,8,32,259.06,642.13,6,0.183,0,0,2.0
TXN0001389,2023-05-11 13:42:34,13,3,0,5,Checking,19,89024.08,34,Retail,POS Purchase,Credit,734.32,US,0,0,1,4,253.33,1096.01,13,0.04,0,0,3.0
TXN0004227,2023-04-14 05:24:49,5,4,0,4,Savings,3,13672.08,45,Retail,POS Purchase,Credit,101.14,US,0,0,3,14,427.14,1604.71,5,0.227,0,0,4.0
TXN0006557,2023-04-29 14:18:22,14,5,1,4,Student,20,6401.52,46,Student,Internal Transfer,Credit,101.67,UK,0,1,8,43,276.55,1621.37,10,0.067,0,0,1.0
TXN0003544,2023-09-19 01:57:39,1,1,0,9,Business,3,7448.16,49,Student,POS Purchase,Credit,200.0,US,0,0,4,22,108.42,280.68,6,0.167,0,0,3.0
TXN0001371,2023-11-17 12:31:47,12,4,0,11,Checking,10,5465.72,37,SME,ATM Withdrawal,Credit,1166.58,DE,0,1,4,21,586.82,1665.53,8,0.321,0,0,1.0
TXN0002244,2023-12-14 19:29:33,19,3,0,12,Checking,49,13363.37,40,Student,Bill Payment,Debit,1200.0,SG,0,1,11,39,310.32,1010.37,9,0.194,0,0,1.0
TXN0005162,2023-09-14 05:34:38,5,3,0,9,Premium,51,1482.04,26,Retail,Wire Transfer,Credit,1097.01,AE,1,1,5,23,93.31,404.03,7,0.126,0,0,1.0
TXN0006636,2023-11-20 00:04:26,0,0,0,11,Savings,3,21057.22,31,Retail,Direct Deposit,Credit,81.13,NG,1,1,9,49,166.54,267.81,12,0.02,0,0,3.0
TXN0001640,2023-11-22 20:39:30,20,2,0,11,Business,1,16952.49,44,SME,Direct Deposit,Credit,36861.72,US,0,0,6,22,,47126.7,7,0.9939926959469507,0,0,4.0
TXN0004448,2023-03-27 19:40:26,19,0,0,3,Checking,31,17970.99,53,Wealth,POS Purchase,Debit,4.07,US,0,0,6,30,205.12,409.09,12,0.141,0,0,1.0
TXN0003576,2023-09-24 18:54:34,18,6,1,9,Business,49,5411.06,51,SME,ACH,Debit,697.84,US,0,0,7,36,63.27,153.16,7,0.127,0,1,1.0
TXN0003704,2023-07-24 03:24:30,3,0,0,7,Savings,29,4674.89,61,Student,POS Purchase,Debit,800.0,US,0,0,10,41,645.03,1167.61,6,0.085,0,0,2.0
TXN0002342,2023-04-23 06:52:28,6,6,1,4,SAVINGS,58,79602.69,18,Retail,Direct Deposit,Credit,28.67,US,0,0,6,26,,301.04,5,0.0,0,0,4.0
TXN0002800,2023-04-21 08:35:28,8,4,0,4,Savings,13,2050.49,19,SME,POS Purchase,Credit,1099.99,US,0,0,4,15,283.96,1618.52,9,0.005,0,0,3.0
TXN0000880,2023-06-07 17:02:27,17,2,0,6,Business,45,22168.86,19,SME,Bill Payment,Credit,3055.27,US,0,0,5,18,440.58,900.25,5,0.181,0,0,1.0
TXN0005769,2023-05-31 13:28:56,13,2,0,5,Checking,19,38634.78,25,Retail,Bill Payment,Debit,748.81,US,0,0,3,15,196.73,930.45,7,0.09,0,0,1.0
TXN0007203,2023-11-21 07:57:00,7,1,0,11,Checking,16,633.67,38,SME,ATM Withdrawal,Debit,32.08,AE,1,1,6,28,892.62,4184.61,10,0.214,0,0,1.0
TXN0000639,2023-01-18 20:49:34,20,2,0,1,Savings,27,9079.14,23,Corporate,Bill Payment,Credit,1628.74,US,0,0,7,25,169.12,283.53,10,0.127,0,0,2.0
TXN0004837,2023-05-13 07:48:48,7,5,1,5,Checking,11,11621.43,28,Retail,Check,Credit,64.76,KY,1,1,12,63,278.66,782.39,5,0.183,0,0,1.0
TXN0003320,2023-12-16 17:55:14,17,5,1,12,Student,31,11995.17,46,Student,POS Purchase,Credit,38.11,KY,1,1,6,25,347.65,1472.64,12,0.149,0,1,1.0
TXN0004196,2023-10-14 03:16:45,3,5,1,10,Savings,44,31167.0,40,Retail,Internal Transfer,Debit,1155.02,US,0,0,8,40,5368.76,14680.71,8,0.057,0,0,4.0
TXN0006473,2023-09-02 15:54:20,15,5,1,9,Savings,9,159057.27,37,SME,Internal Transfer,Credit,300.0,,0,0,4,19,220.97,1104.14,5,0.068,0,0,1.0
TXN0006116,2023-02-10 20:02:49,20,4,0,2,Checking,21,27789.01,56,Retail,POS Purchase,Debit,946.8,US,0,0,6,32,80.02,420.02,9,0.065,0,0,1.0
TXN0004335,2023-01-06 18:31:18,18,4,0,1,Business,1,9987.75,47,Retail,Direct Deposit,Credit,6400.0,US,0,0,3,14,,560.02,10,0.058,0,0,5.0
TXN0004461,2023-02-11 10:56:49,10,5,1,2,Business,53,3103.57,31,SME,Direct Deposit,Credit,514.03,US,0,0,2,10,207.89,349.16,12,0.022,0,0,1.0
TXN0003758,2023-01-31 12:34:50,12,1,0,1,Checking,111,4779.62,62,Wealth,Bill Payment,Debit,509.2,US,0,0,8,36,104.93,163.42,13,0.116,0,0,2.0
TXN0001147,2023-04-12 08:59:50,8,2,0,4,Checking,7,14656.88,57,Student,Wire Transfer,Debit,693.46,US,0,0,5,22,44.24,138.36,5,0.244,0,0,4.0
TXN0000529,2023-12-20 16:22:54,16,2,0,12,Business,6,70526.19,31,Student,POS Purchase,Credit,4500.0,,1,1,7,28,432.92,2463.88,8,0.062,0,0,1.0
TXN0001429,2023-03-11 18:08:10,18,5,1,3,Checking,9,15710.56,47,Wealth,POS Purchase,Credit,55.1,,0,1,6,30,255.79,792.07,11,0.024,0,0,1.0
TXN0007045,2023-07-11 12:12:04,12,1,0,7,Checking,20,9265.84,38,Corporate,Internal Transfer,Credit,124.31,US,0,0,3,13,600.35,3055.67,10,0.113,0,0,3.0
TXN0002122,2023-01-27 11:30:30,11,4,0,1,Savings,37,8170.61,39,Retail,ACH,Debit,690.38,RU,1,1,7,38,359.16,1398.79,13,0.256,0,0,1.0
TXN0007537,2023-03-10 07:34:09,7,4,0,3,Student,5,14884.42,42,SME,POS Purchase,Debit,74.3,US,0,0,4,19,289.29,1117.22,10,0.562,0,0,1.0
TXN0007800,2023-07-06 05:21:16,5,3,0,7,Savings,26,13003.99,41,Corporate,POS Purchase,Credit,100.61,US,0,0,6,32,228.03,1314.97,8,0.034,0,0,1.0
TXN0000327,2023-11-08 10:10:10,10,2,0,11,Student,6,69117.31,22,Wealth,ATM Withdrawal,Credit,89.94,US,0,0,7,36,96.27,183.3,8,0.03,0,0,2.0
TXN0004237,2023-11-20 21:55:39,21,0,0,11,Checking,55,11035.1,55,Retail,ACH,Debit,105.51,RU,1,1,6,23,199.79,346.08,9,0.35,0,0,1.0
TXN0005218,2023-05-25 20:42:16,20,3,0,5,Business,57,12742.29,18,Student,Wire Transfer,Debit,49.27,CA,0,1,8,33,400.87,1770.41,8,0.125,0,0,1.0
TXN0004589,2023-02-08 16:39:48,16,2,0,2,Checking,9,14377.56,30,SME,POS Purchase,Debit,22.97,DE,0,1,6,26,1129.63,4606.76,7,0.09,0,0,5.0
TXN0007153,2023-02-14 20:53:24,20,1,0,2,Premium,27,35856.31,33,Retail,POS Purchase,Debit,1396.47,AE,1,1,9,47,248.64,1448.71,13,0.109,0,0,1.0
TXN0007085,2023-09-23 08:45:53,8,5,1,9,Checking,9,7434.45,46,Retail,Internal Transfer,Debit,257.28,US,0,0,4,15,270.78,1424.04,9,0.098,0,0,5.0
TXN0002455,2023-11-06 11:03:01,11,0,0,11,Savings,21,9865.8,50,SME,ACH,Credit,3514.3,,0,0,7,25,264.59,1211.61,12,0.154,0,0,3.0
TXN0003971,2023-08-28 17:31:41,17,0,0,8,Student,1,1468.8,42,WEALTH,POS Purchase,Debit,271.59,US,0,0,7,34,,1668.94,7,0.074,0,0,1.0
TXN0006690,2023-07-13 07:44:56,7,3,0,7,student ,70,14932.81,38,Retail,Direct Deposit,Credit,424.1,US,0,0,9,33,143.73,731.45,8,0.4,0,0,1.0
TXN0000401,2023-07-28 16:22:52,16,4,0,7,Checking,67,72712.55,18,SME,ATM Withdrawal,Credit,650.69,US,0,0,8,34,1583.2,5621.05,14,0.026,0,0,1.0
TXN0007306,2023-05-30 23:24:04,23,1,0,5,Savings,46,2245.87,31,Wealth,POS Purchase,Credit,232.84,UK,0,1,6,25,458.17,1490.55,5,0.031,0,0,1.0
TXN0001399,2023-01-13 19:10:35,19,4,0,1,Checking,18,52550.48,42,Retail,Direct Deposit,Credit,347.61,AE,1,1,10,40,37.48,126.64,5,0.103,0,0,2.0
TXN0004254,2023-08-01 13:36:18,13,1,0,8,Savings,1,83541.81,18,SME,POS Purchase,Credit,634.94,US,0,0,3,14,,1031.85,8,0.195,0,0,
TXN0005002,2023-04-30 09:15:25,9,6,1,4,Business,17,40723.0,28,SME,Direct Deposit,Debit,1096.58,US,0,0,3,16,555.08,1228.53,12,0.063,0,0,3.0
TXN0004738,2023-01-28 06:50:18,6,5,1,1,Checking,26,8980.29,29,Retail,POS Purchase,Debit,1090.81,US,0,0,5,25,122.46,230.81,8,0.175,0,0,3.0
TXN0007512,2023-11-04 22:34:57,22,5,1,11,Savings,1,26005.42,45,Retail,ACH,Debit,100.0,UK,0,1,7,29,,290.85,10,0.088,0,0,1.0
TXN0002129,2023-12-02 19:06:22,19,5,1,12,Checking,47,44919.69,28,Retail,POS Purchase,Debit,176.27,,0,1,3,11,346.73,710.22,4,0.023,0,0,2.0
TXN0000500,2023-03-12 18:02:50,18,6,1,3,Business,36,11184.15,47,Corporate,Internal Transfer,Debit,200.0,US,0,0,4,20,428.77,2272.17,7,0.302,0,2,1.0
TXN0001828,2023-07-31 16:00:13,16,0,0,7,Business,86,44966.09,18,Retail,Internal Transfer,Credit,256.93,US,0,0,11,42,588.41,3444.27,3,0.067,0,0,3.0
TXN0000623,2023-09-24 12:06:25,12,6,1,9,Checking,9,4569.31,50,Retail,Direct Deposit,Credit,1600.0,DE,0,1,6,31,203.65,455.36,7,0.066,0,0,5.0
TXN0005707,2023-10-07 08:51:26,8,5,1,10,Savings,18,22011.88,43,SME,Direct Deposit,Debit,200.0,RU,1,1,10,44,106.22,481.52,9,0.366,0,0,5.0
TXN0005323,2023-10-18 16:43:30,16,2,0,10,Checking,7,40000.44,32,Retail,ACH,Debit,45.91,US,0,0,9,38,1629.13,3929.67,6,0.134,0,0,2.0
TXN0007530,2023-12-13 00:48:40,0,2,0,12,Checking,19,29350.75,40,SME,ACH,Credit,204.18,US,0,0,7,25,1074.57,1884.51,8,0.025,0,0,3.0
TXN0000980,2023-06-18 05:11:42,5,6,1,6,Checking,132,18448.66,39,Retail,Internal Transfer,Debit,33.22,US,0,0,6,30,49.34,176.26,8,0.136,0,0,3.0
TXN0005832,2023-03-28 05:46:30,5,1,0,3,Premium,20,8386.48,53,SME,Check,Debit,156.56,US,0,0,5,26,585.88,1047.2,4,0.033,0,0,1.0
TXN0004515,2023-10-26 21:24:58,21,3,0,10,Business,11,31101.82,24,SME,POS Purchase,Credit,53.24,SG,0,1,6,26,542.83,887.62,10,0.033,0,0,3.0
TXN0004032,2023-04-16 14:22:07,14,6,1,4,Checking,82,4991.97,56,Wealth,POS Purchase,Debit,120.72,CA,0,1,5,20,58.81,209.97,10,0.136,0,0,1.0
TXN0003052,2023-09-13 11:14:31,11,2,0,9,Savings,113,20089.43,50,Corporate,Bill Payment,Debit,1455.37,US,0,0,10,41,90.17,425.22,15,0.216,0,0,1.0
TXN0000120,2023-07-04 00:24:16,0,1,0,7,Savings,5,1271.48,65,Retail,Bill Payment,Credit,1769.23,CN,0,1,4,20,603.25,2967.48,7,0.114,0,0,5.0
TXN0006760,2023-07-15 09:58:59,9,5,1,7,Checking,6,12472.85,54,Corporate,POS Purchase,Credit,127.5,US,0,0,12,63,87.27,252.35,9,0.094,0,0,4.0
TXN0005164,2023-09-19 02:26:16,2,1,0,9,Checking,76,2854.35,66,Retail,Wire Transfer,Debit,510.2,US,0,0,7,37,630.57,1885.09,9,0.209,0,1,3.0
TXN0001386,2023-10-22 09:52:12,9,6,1,10,Checking,91,14634.49,37,SME,Direct Deposit,Debit,82.9,US,0,0,10,54,136.73,445.93,7,0.24,0,0,2.0
TXN0002906,2023-12-07 16:03:04,16,3,0,12,Savings,46,6794.94,51,Retail,POS Purchase,Debit,2800.0,AE,1,1,7,28,144.85,854.48,12,0.031,0,1,1.0
TXN0006748,2023-06-23 19:13:48,19,4,0,6,Checking,2,5059.45,28,SME,ACH,Credit,64.42,CN,0,1,7,28,379.41,1380.27,3,0.093,0,0,2.0
TXN0000992,2023-02-19 11:29:14,11,6,1,2,Business,50,8733.39,51,SME,ACH,Debit,849.48,US,0,0,5,26,135.91,810.49,10,0.2,0,0,5.0
TXN0004263,2023-03-27 02:39:30,2,0,0,3,Checking,21,11544.83,22,Student,POS Purchase,Debit,661.53,US,0,0,3,16,477.32,1145.83,8,0.113,0,1,3.0
TXN0004692,2023-07-05 11:54:10,11,2,0,7,Savings,162,9622.86,38,SME,POS Purchase,Debit,2018.93,US,0,0,1,5,153.81,758.67,9,0.142,0,1,1.0
TXN0002803,2023-11-16 21:44:45,21,3,0,11,Checking,38,9633.83,21,SME,Wire Transfer,Debit,183.73,US,0,0,10,37,229.95,462.63,2,0.044,0,0,2.0
TXN0005844,2023-06-10 17:15:21,17,5,1,6,Checking,5,18815.15,48,Retail,Direct Deposit,Debit,77.69,US,0,0,3,16,545.49,1186.76,10,0.019,0,0,3.0
TXN0002656,2023-01-01 03:31:51,3,6,1,1,Student,5,2530.63,61,SME,ACH,Credit,148.05,CA,0,1,7,38,658.22,3665.66,7,0.27,0,0,1.0
TXN0003194,2023-06-30 13:50:19,13,4,0,6,Checking,67,4674.95,45,Retail,ACH,Credit,24.41,US,0,0,44,23,426.41,853.6,68,0.06,0,2,4.0
TXN0003610,2023-10-26 03:25:55,3,3,0,10,Checking,16,7609.34,53,SME,ACH,Debit,100.0,US,0,0,8,32,769.17,2379.1,4,0.163,0,0,2.0
TXN0001892,2023-01-11 10:19:36,10,2,0,1,Business,10,42529.16,42,Student,POS Purchase,Debit,0.0,US,0,0,9,45,309.21,1801.36,8,0.216,0,0,1.0
TXN0003411,2023-01-08 14:30:08,14,6,1,1,Business,3,32405.76,49,Retail,ATM Withdrawal,Debit,433.88,DE,0,1,9,45,306.9,1831.17,9,0.131,0,0,2.0
TXN0006626,2023-10-06 08:38:54,8,4,0,10,Business,43,6280.75,33,Wealth,ACH,Debit,468.27,US,0,0,5,25,382.84,628.9,6,0.134,0,0,2.0
TXN0002051,2023-11-12 00:48:40,0,6,1,11,Checking,3,10125.17,45,Corporate,Internal Transfer,Debit,703.33,US,0,0,2,9,344.05,1721.52,10,0.075,0,0,2.0
TXN0002537,2023-04-25 15:14:47,15,1,0,4,Checking,1,33049.23,31,Retail,Direct Deposit,Credit,230.65,US,0,0,8,30,,501.08,10,0.047,0,0,3.0
TXN0002352,2023-07-20 11:03:02,11,3,0,7,Checking,4,44161.57,22,Corporate,ACH,Credit,353.88,SG,0,1,5,19,112.77,303.86,7,0.11,0,0,1.0
TXN0001362,2023-04-22 17:54:26,17,5,1,4,Student,2,13850.55,49,Retail,ACH,Debit,309.85,DE,0,1,7,29,744.81,4362.92,3,0.007,0,0,4.0
TXN0005330,2023-10-12 11:12:34,11,3,0,10,Checking,17,11200.95,39,Student,Check,Credit,744.27,US,0,0,4,14,273.27,912.02,12,0.172,0,0,1.0
TXN0001842,2023-11-15 11:22:47,11,2,0,11,Checking,31,7884.52,51,SME,POS Purchase,Credit,324.66,US,0,0,5,23,270.61,1525.8,13,0.127,0,0,2.0
TXN0006298,2023-10-15 03:59:53,3,6,1,10,Checking,5,11874.94,36,Retail,Check,Credit,1130.64,UK,0,1,4,18,271.47,1168.75,13,0.095,0,0,1.0
TXN0002817,2023-11-02 21:05:25,21,3,0,11,Savings,66,7073.07,41,Retail,POS Purchase,Debit,49.74,US,0,0,6,32,350.69,569.13,8,0.279,0,0,1.0
TXN0000201,2023-11-04 21:00:00,21,5,1,11,Savings,9,29824.83,19,Retail,ACH,Credit,487.18,,0,0,7,31,655.98,2162.36,4,0.091,0,0,2.0
TXN0007121,2023-05-19 16:48:24,16,4,0,5,Premium,42,4378.63,48,Retail,Direct Deposit,Credit,3100.0,US,0,0,3,11,165.71,437.98,10,0.325,0,0,2.0
TXN0004131,2023-10-22 09:26:14,9,6,1,10,Business,112,8824.46,53,Corporate,Wire Transfer,Debit,1553.84,DE,0,1,6,28,518.64,2226.86,13,0.375,0,0,4.0
TXN0007872,2023-09-20 00:52:58,0,2,0,9,Checking,11,9737.17,28,Corporate,POS Purchase,Credit,154.67,US,0,0,5,21,195.85,1000.48,5,0.233,0,0,4.0
TXN0004602,2023-03-24 21:38:07,21,4,0,3,Checking,133,4885.08,63,Retail,ATM withdrawal,Debit,140.47,SG,0,1,8,33,578.44,2761.37,6,0.091,0,0,2.0
TXN0007275,2023-03-15 10:16:48,10,2,0,3,Checking,4,1982.43,40,Retail,ATM Withdrawal,Credit,900.0,US,0,0,10,53,47.26,164.06,13,0.209,0,0,3.0
TXN0002285,2023-03-11 06:32:46,6,5,1,3,Savings,71,5275.04,64,Wealth,Internal Transfer,Credit,82.49,US,0,0,6,26,59.62,89.76,8,0.076,0,0,4.0
TXN0000330,2023-12-25 13:32:09,13,0,0,12,Checking,37,3250.89,40,SME,Wire Transfer,Debit,5419.62,DE,0,1,6,23,231.22,1103.0,10,0.002,0,0,1.0
TXN0006933,2023-12-11 20:39:54,20,0,0,12,Student,19,42957.33,24,SME,POS Purchase,Debit,184.71,US,0,0,2,9,1430.75,8063.06,7,0.082,0,0,
TXN0005023,2023-04-15 12:00:34,12,5,1,4,Checking,70,16230.27,33,Corporate,Internal Transfer,Debit,1135.05,KY,1,1,4,19,893.62,2250.93,7,0.229,0,0,2.0
TXN0000021,2023-07-03 09:07:56,9,0,0,7,Checking,2,17154.41,19,Wealth,Bill Payment,Credit,100.0,US,0,0,7,32,219.0,1164.13,7,0.068,0,0,1.0
TXN0006853,2023-08-16 08:57:27,8,2,0,8,Checking,12,7789.25,18,Retail,ACH,Credit,280.09,US,0,0,3,15,1403.33,3802.66,6,0.218,0,1,2.0
TXN0004469,2023-05-20 10:46:55,10,5,1,5,Business,30,31189.73,43,SME,Bill Payment,Credit,68.99,UK,0,1,4,15,917.03,5222.81,7,0.043,0,0,4.0
TXN0007237,2023-05-29 20:19:03,20,0,0,5,Savings,32,242540.55,46,Retail,POS Purchase,Credit,1163.79,US,0,0,7,25,52.78,295.61,6,0.251,0,0,1.0
TXN0004539,2023-06-17 11:06:06,11,5,1,6,Checking,18,160346.18,55,Retail,Direct Deposit,Debit,207.93,,0,0,7,26,115.74,526.72,8,0.21,0,0,3.0
TXN0004221,2023-08-03 20:21:09,20,3,0,8,Savings,16,15406.55,29,corporate,Bill Payment,Credit,913.29,US,0,0,6,32,193.87,372.6,3,0.073,0,0,2.0
TXN0003058,2023-09-22 14:38:34,14,4,0,9,Checking,14,13675.48,38,Student,Direct Deposit,Debit,654.39,UK,0,1,11,47,219.92,373.8,8,0.025,0,0,2.0
TXN0001193,2023-07-11 14:31:07,14,1,0,7,Checking,90,4699.88,25,Retail,ATM Withdrawal,Debit,400.0,BR,0,1,1,5,131.63,464.46,12,0.043,0,0,1.0
TXN0000257,2023-08-28 02:35:38,2,0,0,8,Student,5,26276.2,46,Retail,ACH,Credit,300.0,UK,0,1,5,20,144.88,253.94,8,0.374,0,0,1.0
TXN0005717,2023-07-05 05:16:49,5,2,0,7,Business,32,35594.11,24,SME,Wire Transfer,Debit,824.5,US,0,0,6,27,541.18,2325.91,5,0.037,0,0,2.0
TXN0002158,2023-06-27 16:27:51,16,1,0,6,Checking,10,10915.55,20,Retail,Direct Deposit,Debit,400.0,US,0,0,9,48,314.35,591.86,3,0.341,0,0,3.0
TXN0000072,2023-08-20 14:46:05,14,6,1,8,Student,14,43019.43,48,Retail,ATM Withdrawal,Debit,96.03,,0,0,6,27,358.88,801.79,7,0.215,0,0,1.0
TXN0006341,2023-11-11 10:31:37,10,5,1,11,Savings,1,5512.5,38,Student,Direct Deposit,Credit,300.0,US,0,0,7,31,,651.55,11,0.079,0,0,3.0
TXN0000649,2023-06-29 14:53:28,14,3,0,6,Checking,103,23751.81,18,Retail,Bill Payment,Debit,1296.28,US,0,0,6,31,359.36,1989.69,7,0.09,0,0,3.0
TXN0000659,2023-08-20 01:05:34,1,6,1,8,Checking,24,6554.73,31,SME,Bill Payment,Debit,8708.02,US,0,0,10,51,2584.17,8687.28,8,0.081,1,0,3.0
TXN0007007,2023-05-11 21:26:48,21,3,0,5,Premium,26,5760.13,29,Retail,POS Purchase,Debit,288.62,UK,0,1,8,28,221.34,439.73,5,0.278,0,0,4.0
