borrower_id,age,employment_type,employment_years,annual_income,credit_score,loan_amount,loan_term_months,loan_purpose,existing_debt,num_open_accounts,num_late_payments,dti_ratio,origination_date,origination_year,origination_quarter,fed_funds_rate,interest_rate_offered
BRW01727,46,Retired,0.9,83690.3,350.0,35400.0,60,Business,26104.53,4,2,0.0624,2023-09-12,2023,Q3,4.963,5.995
BRW00610,44,Salaried,0.7,32971.11,308.0,255500.0,12,Auto,44814.46,3,0,1.3592,2022-09-23,2022,Q3,1.746,7.788
BRW00570,38,Contract,1.3,331686.31,,74400.0,36,Auto,8223.07,4,0,0.0083,2021-10-09,2021,Q4,0.125,2.5
BRW02710,29,Salaried,2.5,21872.99,300.0,11500.0,48,Auto,10204.81,5,0,0.1166,2022-04-24,2022,Q2,1.596,2.5
BRW03097,43,Contract,1.7,25826.9,330.0,15400.0,60,Auto,36060.74,2,0,0.2792,2021-08-21,2021,Q3,-0.126,2.5
BRW00343,32,Salaried,3.7,101997.08,324.0,17000.0,60,Auto,5736.98,2,0,0.0112,2023-11-23,2023,Q4,4.959,4.998
BRW03044,45,Unemployed,0.1,6895.28,,52600.0,120,Business,24432.22,6,2,0.3543,2023-01-04,2023,Q1,4.897,8.419
BRW03185,51,Unemployed,4.7,5587.72,395.0,19300.0,120,Business,6856.96,5,2,0.1227,2022-08-29,2022,Q3,2.112,5.544
BRW00434,53,Salaried,0.6,120191.14,412.0,38600.0,84,Business,31539.36,4,0,0.0375,2023-01-14,2023,Q1,4.994,3.802
BRW01903,41,Retired,0.8,14509.77,300.0,34900.0,60,Home Improvement,21241.16,4,0,0.2928,2022-09-01,2022,Q3,1.661,2.5
BRW03858,30,Salaried,1.3,21793.24,300.0,6500.0,36,Medical,3358.7,2,1,0.0514,2021-03-21,2021,Q1,0.274,2.5
BRW02418,41,Salaried,15.8,37367.08,465.0,22800.0,60,Debt Consolidation,11172.66,6,3,0.0598,2022-08-29,2022,Q3,1.666,2.572
BRW02069,47,Salaried,1.2,22788.91,357.0,19900.0,60,Vacation,11553.58,3,3,0.1014,2022-01-12,2022,Q1,1.584,3.57
BRW01537,32,Salaried,11.1,34941.07,337.0,27300.0,48,Auto,17957.93,5,0,0.1285,2023-06-24,2023,Q2,5.055,6.498
BRW02498,45,Salaried,14.4,54318.69,392.0,178900.0,84,Home Improvement,6531.75,5,0,0.0172,2021-01-07,2021,Q1,-0.007,2.5
BRW02378,33,Salaried,11.0,65426.82,311.0,18900.0,60,Auto,80281.19,3,0,0.2454,2023-03-01,2023,Q1,5.08,6.273
BRW01517,44,Self-Employed,1.8,100795.62,360.0,8000.0,60,Home Improvement,10698.52,2,0,0.0212,2023-05-02,2023,Q2,4.874,4.862
BRW00965,52,Self-Employed,2.8,65405.83,429.0,40900.0,48,Home Improvement,19108.43,4,0,0.073,2023-08-24,2023,Q3,4.822,3.858
BRW04432,40,Self-Employed,3.3,34721.84,332.0,38300.0,24,Education,21296.82,3,0,0.3067,2022-07-11,2022,Q3,1.569,3.282
BRW00528,40,Contract,3.8,,384.0,11500.0,48,Education,64021.13,9,0,2.5,2021-12-08,2021,Q4,0.144,10.695
BRW00176,38,Contract,9.3,58056.35,386.0,36900.0,120,Medical,10351.01,7,0,0.0178,2021-11-14,2021,Q4,0.302,2.5
BRW03534,58,Salaried,1.7,57179.26,355.0,34400.0,48,Auto,3402.44,3,0,0.0149,2022-10-24,2022,Q4,1.478,2.5
BRW03206,30,Salaried,2.1,43208.97,347.0,31000.0,36,Debt Consolidation,7852.71,5,3,0.0606,2022-10-11,2022,Q4,1.709,3.723
BRW04323,27,Salaried,4.2,128649.42,344.0,21400.0,36,Home Improvement,33009.83,0,2,4.511180090778032,2021-08-23,2021,Q3,-0.071,21.184
BRW00572,41,Salaried,9.5,74658.43,418.0,42200.0,60,Business,30361.69,8,0,0.0813,2023-07-16,2023,Q3,4.931,3.522
BRW02331,37,Salaried,1.0,70534.33,317.0,44400.0,84,Home Improvement,55472.9,0,3,0.1124,2021-07-02,2021,Q3,0.368,3.076
BRW03560,40,Self-Employed,6.3,19652.01,406.0,73300.0,48,Auto,11632.52,3,1,0.148,2022-10-14,2022,Q4,1.73,2.774
BRW04468,39,Salaried,21.5,32396.24,394.0,23200.0,24,Home Improvement,7534.3,6,0,0.1163,2021-03-15,2021,Q1,0.26,2.5
BRW03259,52,Contract,2.4,14015.1,360.0,65600.0,36,Auto,63089.67,7,0,1.5005,2022-07-21,2022,Q3,1.69,8.517
BRW02620,45,Salaried,5.2,25792.7,411.0,38800.0,84,Home Improvement,29300.85,6,0,0.1623,2023-02-26,2023,Q1,4.94,4.931
BRW02208,34,Salaried,2.5,50085.24,,16700.0,24,Debt Consolidation,11193.64,2,0,0.1117,2022-02-21,2022,Q1,1.63,2.5
BRW02607,22,Salaried,13.2,41789.07,347.0,33200.0,24,Auto,11625.9,7,1,0.1391,2021-04-09,2021,Q2,0.144,2.5
BRW03411,33,Self-Employed,1.8,24771.27,300.0,35600.0,60,Debt Consolidation,6455.28,4,0,0.0521,2023-10-04,2023,Q4,5.009,6.145
BRW00383,32,Salaried,1.7,61508.81,306.0,15400.0,60,Home Improvement,20743.81,4,1,0.0674,2022-07-09,2022,Q3,1.618,3.052
BRW00852,31,Salaried,3.5,68682.89,323.0,15400.0,36,Debt Consolidation,10621.2,5,1,0.0515,2023-04-21,2023,Q2,5.053,5.431
BRW01880,47,Salaried,4.1,90228.31,321.0,35100.0,36,Home Improvement,12265.63,3,0,0.0453,2023-01-13,2023,Q1,4.772,3.995
BRW00370,38,Unemployed,13.3,9787.03,422.0,10800.0,60,Debt Consolidation,9506.75,5,2,0.1943,2023-02-28,2023,Q1,4.975,9.237
BRW03513,22,Salaried,3.5,53587.88,300.0,19500.0,36,Auto,2795.26,6,1,0.0174,2023-12-21,2023,Q4,4.879,5.938
BRW04349,32,Contract,1.8,57777.89,336.0,32200.0,48,Debt Consolidation,9843.61,3,2,0.0426,2021-03-04,2021,Q1,0.088,2.5
BRW01105,27,Self-Employed,0.4,56325.99,,32500.0,84,Debt Consolidation,7209.84,3,1,0.0183,2021-01-14,2021,Q1,0.048,2.5
BRW04244,38,Unemployed,2.6,12879.16,403.0,58900.0,60,Business,38629.75,4,5,0.5999,2022-04-08,2022,Q2,1.619,11.584
BRW04002,38,Salaried,2.2,24176.18,326.0,21700.0,60,Auto,4966.08,8,0,0.0411,2023-12-10,2023,Q4,4.817,4.665
BRW01336,31,Self-Employed,10.7,44855.74,,5500.0,48,Home Improvement,1970.25,3,0,0.011,2021-05-22,2021,Q2,-0.091,2.5
BRW02189,43,Contract,0.1,36560.37,346.0,97400.0,60,Auto,6210.52,6,0,0.034,2023-05-15,2023,Q2,4.997,4.909
BRW04620,33,Contract,2.6,35357.16,388.0,33000.0,36,Business,17409.66,3,2,0.1641,2022-06-13,2022,Q2,1.537,2.5
BRW02351,44,Retired,0.5,25741.37,302.0,78200.0,84,Education,21452.67,2,2,0.1191,2022-05-14,2022,Q2,2.122,4.422
BRW04076,34,Unemployed,1.4,21781.87,300.0,35000.0,120,Home Improvement,28116.73,3,0,0.1291,2021-12-15,2021,Q4,0.127,4.127
BRW04051,39,Salaried,18.6,44569.96,375.0,38800.0,36,Business,20804.01,7,0,0.1556,2021-02-28,2021,Q1,0.215,2.5
BRW04877,42,Salaried,0.2,44122.49,333.0,38000.0,84,Medical,16419.46,1,5,0.0532,2022-12-04,2022,Q4,1.631,6.057
BRW01171,40,Retired,2.0,16858.97,,24100.0,60,Debt Consolidation,7988.08,3,0,0.0948,2023-09-19,2023,Q3,5.126,2.5
BRW02897,55,Unemployed,3.0,8604.09,378.0,38900.0,36,Debt Consolidation,16618.6,5,0,0.6438,2021-05-03,2021,Q2,-0.029,5.164
BRW04726,40,Salaried,9.9,49083.15,374.0,45700.0,60,Auto,22280.92,8,0,0.0908,2022-03-01,2022,Q1,1.89,2.5
BRW01422,34,Salaried,11.1,39807.71,430.0,16700.0,48,Auto,42509.96,3,4,0.267,2023-04-28,2023,Q2,5.019,7.378
BRW02373,43,Contract,6.4,22138.72,380.0,31600.0,36,Home Improvement,81572.08,1,0,1.2282,2023-03-11,2023,Q1,5.077,10.537
BRW04925,32,Contract,1.8,32093.5,354.0,15800.0,36,Home Improvement,11169.08,3,0,0.116,2023-12-06,2023,Q4,4.945,4.77
BRW04180,40,Salaried,4.8,71257.14,315.0,55500.0,48,Medical,2261.67,3,0,0.0079,2022-08-19,2022,Q3,1.752,2.5
BRW01464,32,Self-Employed,0.2,27979.7,389.0,46400.0,36,Business,86799.41,1,0,1.0341,2023-06-20,2023,Q2,4.855,9.233
BRW00874,37,Self-Employed,3.0,185756.72,398.0,71600.0,36,Business,9342.04,5,4,0.0168,2023-08-19,2023,Q3,4.793,7.702
BRW02297,52,Self-Employed,2.6,141830.1,320.0,145000.0,24,Auto,32793.0,4,4,0.1156,2023-08-10,2023,Q3,5.109,9.684
BRW03539,36,Self-Employed,0.5,17058.91,311.0,31700.0,60,Business,27855.85,2,2,0.3266,2023-05-17,2023,Q2,5.03,9.654
BRW04366,32,Salaried,0.9,58554.35,300.0,43200.0,48,Debt Consolidation,11682.68,6,0,0.0499,2022-12-06,2022,Q4,1.721,2.5
BRW01251,46,Contract,6.6,42025.97,384.0,21100.0,84,Home Improvement,1899.72,7,1,0.0065,2022-08-04,2022,Q3,1.683,2.5
BRW02380,28,Self-Employed,3.7,34060.88,300.0,20000.0,24,Auto,12072.47,2,4,0.1772,2023-12-04,2023,Q4,5.09,10.002
BRW00840,37,Salaried,23.9,40555.29,360.0,73100.0,60,Education,43192.05,6,0,0.213,2021-09-29,2021,Q3,-0.017,2.5
BRW03114,41,Unemployed,3.0,11559.59,322.0,23900.0,12,Medical,7450.28,5,0,0.6445,2023-10-18,2023,Q4,4.987,10.931
BRW00581,33,self_employed,12.1,29522.05,409.0,48600.0,60,Medical,14669.14,2,0,0.0994,2022-12-11,2022,Q4,1.593,2.5
BRW00204,24,Contract,1.0,90396.17,300.0,115700.0,36,debt consolidation,18728.81,3,2,0.0691,2022-10-10,2022,Q4,1.786,2.546
BRW01641,52,Salaried,7.1,62402.3,381.0,21600.0,60,Auto,20242.63,4,0,0.0649,2022-08-05,2022,Q3,1.681,2.5
BRW02014,46,Unemployed,8.9,21402.01,427.0,23300.0,12,Debt Consolidation,6561.1,8,1,0.3066,2021-10-19,2021,Q4,0.197,3.892
BRW00905,38,Salaried,11.8,54409.5,393.0,59300.0,36,Medical,49825.4,7,0,0.3052,2021-08-11,2021,Q3,-0.025,2.5
BRW00631,53,Salaried,2.2,110259.98,,65600.0,24,Auto,15733.62,1,0,0.0713,2022-01-14,2022,Q1,1.398,2.5
BRW03138,42,Salaried,12.5,23276.99,368.0,48000.0,12,Education,15072.21,1,0,0.6475,2022-01-16,2022,Q1,2.038,3.758
BRW01974,37,Salaried,3.2,105899.27,325.0,8100.0,36,Debt Consolidation,13898.51,6,0,0.0437,2023-01-11,2023,Q1,4.589,4.432
BRW00162,49,Salaried,1.3,149889.83,399.0,8600.0,60,Debt Consolidation,32503.36,3,3,0.0434,2023-09-21,2023,Q3,4.963,6.621
BRW03846,48,Contract,2.5,29686.16,387.0,51400.0,36,Auto,20250.33,6,2,0.2274,2022-02-01,2022,Q1,1.766,3.151
BRW02906,33,Contract,6.0,37501.17,341.0,55500.0,48,Vacation,22238.86,3,0,0.1483,2023-05-06,2023,Q2,5.146,4.966
BRW04521,48,Salaried,0.7,32019.31,400.0,19900.0,36,Auto,84458.56,1,1,0.8792,2022-09-21,2022,Q3,1.595,5.459
BRW00617,45,Self-Employed,0.0,77316.7,350.0,38900.0,36,Debt Consolidation,5493.12,2,0,0.0237,2022-05-27,2022,Q2,1.833,2.5
BRW00875,55,Salaried,0.9,70526.4,430.0,119100.0,60,Vacation,23206.67,5,0,0.0658,2021-05-08,2021,Q2,0.061,2.5
BRW01431,46,Unemployed,2.4,6456.82,382.0,30600.0,12,Education,10057.97,3,1,1.5577,2023-05-09,2023,Q2,4.794,14.871
BRW00547,35,Salaried,3.1,57276.86,343.0,19300.0,84,Medical,12173.11,3,0,0.0304,2021-03-07,2021,Q1,0.009,2.5
BRW03384,49,Self-Employed,7.4,90780.76,373.0,88200.0,84,Business,14669.67,3,0,0.0231,2021-06-27,2021,Q2,0.263,2.5
BRW04572,46,Salaried,9.2,38934.41,337.0,78700.0,24,Medical,17271.28,4,0,0.2218,2023-09-02,2023,Q3,5.062,6.05
BRW04248,42,Salaried,3.8,45646.79,380.0,42500.0,24,Debt Consolidation,7741.5,3,2,0.0848,2021-06-26,2021,Q2,0.182,2.5
BRW03755,22,Self-Employed,0.9,51089.02,300.0,49600.0,84,Debt Consolidation,25330.3,6,1,0.0708,2022-05-23,2022,Q2,1.682,2.913
BRW02704,40,Salaried,0.8,52290.09,337.0,50500.0,48,Auto,4069.36,5,5,0.0195,2022-11-07,2022,Q4,1.547,5.191
BRW02512,43,Self-Employed,2.9,19357.79,352.0,23000.0,84,Debt Consolidation,10475.82,3,0,0.0773,2022-12-20,2022,Q4,1.383,2.5
BRW04162,35,Salaried,1.8,56701.59,300.0,83200.0,36,Debt Consolidation,16896.04,2,0,0.0993,2021-09-13,2021,Q3,0.088,2.5
BRW01861,46,Salaried,1.7,18253.15,300.0,128200.0,36,Education,28770.15,3,0,0.5254,2022-11-07,2022,Q4,1.863,3.807
BRW00640,34,Salaried,6.9,53601.48,406.0,71800.0,36,Debt Consolidation,14272.53,5,3,0.0888,2022-02-25,2022,Q1,1.532,2.889
BRW04379,30,Unemployed,0.2,12038.12,302.0,26700.0,24,Business,11667.75,1,1,0.4846,2021-12-23,2021,Q4,0.01,5.516
BRW00637,38,Self-Employed,2.7,36906.23,344.0,85400.0,48,Business,21267.65,7,0,0.1441,2021-10-22,2021,Q4,0.11,2.5
BRW03819,26,Self-Employed,2.7,40648.66,300.0,24400.0,84,Home Improvement,31936.48,4,2,0.1122,2022-12-22,2022,Q4,1.789,4.18
BRW03966,41,Salaried,0.7,13517.23,373.0,18900.0,60,Debt Consolidation,5549.0,4,0,0.0821,2022-06-14,2022,Q2,1.567,2.5
BRW03734,45,Unemployed,13.8,,389.0,48800.0,48,Auto,18530.01,9,2,1.5442,2021-06-18,2021,Q2,0.041,10.884
BRW02096,44,Salaried,0.3,63755.72,368.0,60200.0,84,Debt Consolidation,1499.28,1,0,0.0034,2023-05-31,2023,Q2,4.973,4.52
BRW02587,35,Salaried,8.8,78092.74,364.0,28200.0,36,Debt Consolidation,5684.57,3,0,0.0243,2022-05-26,2022,Q2,1.823,2.5
BRW04101,30,Salaried,3.5,65849.49,300.0,100500.0,24,Auto,5536.16,6,2,0.042,2023-03-20,2023,Q1,4.886,7.335
BRW03728,26,Salaried,0.8,35555.59,300.0,72300.0,84,Home Improvement,4057.77,3,0,0.0163,2022-04-19,2022,Q2,1.601,2.5
BRW02883,42,Salaried,0.7,88615.05,325.0,22500.0,84,Auto,6707.5,3,0,0.0108,2022-04-21,2022,Q2,1.658,2.5
BRW00921,27,Self-Employed,0.2,64454.96,314.0,48900.0,24,Debt Consolidation,12191.38,5,1,0.0946,2022-10-13,2022,Q4,1.527,2.733
BRW00546,43,Salaried,1.9,28365.55,388.0,11600.0,36,Auto,13763.1,6,0,0.1617,2022-09-06,2022,Q3,1.685,2.5
BRW03720,47,Salaried,3.0,38786.96,405.0,16800.0,36,Debt Consolidation,1026.8,4,0,0.0088,2021-08-19,2021,Q3,0.139,2.5
BRW01900,44,Salaried,6.1,89212.16,402.0,24700.0,60,Auto,8019.04,5,0,0.018,2023-09-29,2023,Q3,4.841,3.929
BRW02028,40,Salaried,3.6,36279.64,300.0,68900.0,60,Home Improvement,18611.87,0,0,0.1026,2022-06-03,2022,Q2,1.648,2.5
BRW02301,28,Salaried,3.1,71631.56,300.0,35400.0,48,Medical,170748.83,5,0,0.5959,2022-02-27,2022,Q1,1.823,4.789
BRW01885,40,salaried,1.1,30832.44,,48400.0,36,Business,8487.76,9,0,0.0918,2022-10-17,2022,Q4,1.662,2.5
BRW01642,37,Salaried,6.6,86643.25,308.0,21200.0,120,Debt Consolidation,15171.74,6,0,0.0175,2022-09-19,2022,Q3,1.726,2.5
BRW03613,41,Salaried,2.9,46227.17,365.0,57000.0,48,Home Improvement,7878.51,7,5,0.0426,2022-07-31,2022,Q3,1.699,4.457
BRW04838,51,Retired,14.1,56748.99,410.0,33400.0,60,Vacation,10069.78,7,1,0.0355,2022-06-16,2022,Q2,1.653,2.5
BRW02097,27,Self-Employed,9.9,41869.37,300.0,23900.0,60,Auto,24299.99,4,0,0.1161,2023-07-07,2023,Q3,4.966,6.8
BRW04383,39,Self-Employed,1.4,48366.81,401.0,7000.0,36,Education,19549.67,4,0,0.1347,2022-05-07,2022,Q2,1.682,2.5
BRW03615,45,Salaried,5.6,,311.0,75200.0,36,Business,3114.49,7,1,0.3461,2022-04-26,2022,Q2,1.462,3.227
BRW04520,33,Contract,6.2,43167.95,361.0,53900.0,120,Auto,2001.93,1,1,0.0046,2021-10-02,2021,Q4,0.274,2.5
BRW04997,69,Unemployed,6.5,11671.56,383.0,15000.0,24,Education,4207.0,2,0,0.1802,2023-12-25,2023,Q4,5.003,8.143
BRW00836,53,Salaried,2.4,33737.38,409.0,51000.0,36,Education,52273.25,4,0,0.5165,2022-10-06,2022,Q4,1.717,2.651
BRW00601,28,Salaried,7.3,62375.21,321.0,45400.0,60,Debt Consolidation,10991.74,8,0,0.0352,2023-03-17,2023,Q1,5.013,5.332
BRW02184,22,Salaried,3.0,154400.76,310.0,32700.0,48,Vacation,45649.7,3,1,0.0739,2023-12-03,2023,Q4,5.001,5.417
BRW03921,40,Salaried,3.5,49821.72,377.0,58800.0,36,Vacation,11103.95,4,0,0.0743,2023-09-04,2023,Q3,4.958,4.498
BRW04789,36,Self-Employed,6.4,68886.33,,33900.0,120,Medical,14471.72,2,0,0.021,2022-03-23,2022,Q1,1.632,2.5
BRW04333,39,Salaried,0.5,80315.31,365.0,33600.0,36,Debt Consolidation,38044.32,3,3,0.1579,2023-02-06,2023,Q1,5.112,7.619
BRW01582,27,Salaried,0.6,65024.62,346.0,36800.0,48,Debt Consolidation,5596.83,4,4,0.0215,2022-07-09,2022,Q3,1.543,4.136
BRW04292,23,Unemployed,1.2,5284.27,303.0,32500.0,84,Auto,5995.06,6,0,0.1621,2023-04-20,2023,Q2,5.161,8.838
BRW02569,35,Salaried,4.9,63717.25,302.0,38000.0,120,Home Improvement,45484.29,5,1,0.0714,2022-09-03,2022,Q3,1.373,2.5
BRW02765,46,Self-Employed,7.9,24339.34,374.0,28300.0,60,Debt Consolidation,35886.62,4,0,0.2949,2021-07-12,2021,Q3,0.177,2.5
BRW01070,37,Salaried,5.5,29145.55,363.0,6200.0,48,Business,35309.87,6,0,0.3029,2021-11-14,2021,Q4,-0.086,2.5
BRW01775,24,Self-Employed,1.8,48112.81,359.0,69100.0,24,Home Improvement,22355.83,2,1,0.2323,2022-04-24,2022,Q2,1.708,3.867
BRW04837,30,Unemployed,5.9,14799.3,324.0,68900.0,60,AUTO,6256.96,4,1,0.0846,2023-02-22,2023,Q1,4.76,9.872
BRW01283,47,Self-Employed,2.9,76525.03,374.0,32800.0,60,Debt Consolidation,8608.81,8,0,0.0225,2023-03-19,2023,Q1,4.928,4.641
BRW03094,29,Retired,8.7,19803.96,,52100.0,48,Business,21798.62,3,1,0.2752,2022-03-31,2022,Q1,1.568,2.5
BRW04782,22,Salaried,7.0,58102.38,300.0,37600.0,48,Home Improvement,88378.88,4,0,0.3803,2021-10-05,2021,Q4,0.083,2.5
BRW01836,26,Salaried,3.3,22685.5,312.0,48100.0,48,Debt Consolidation,7885.44,5,2,0.0869,2023-05-31,2023,Q2,4.77,6.346
BRW04503,42,SALARIED,3.2,4359.37,325.0,13700.0,60,Debt Consolidation,3089.02,4,0,0.1417,2022-10-31,2022,Q4,1.646,5.28
BRW01019,42,Salaried,7.1,46693.37,319.0,99200.0,60,Medical,11214.84,3,2,0.048,2021-06-04,2021,Q2,0.28,2.5
BRW03253,48,Salaried,7.8,97233.71,435.0,48900.0,24,Medical,2950.22,4,0,0.0152,2021-10-18,2021,Q4,0.299,2.5
BRW01326,28,Self-Employed,7.5,21171.14,370.0,73300.0,36,Auto,14138.5,4,0,0.2226,2021-08-08,2021,Q3,0.43,2.699
BRW00475,35,Unemployed,0.3,6942.22,360.0,39400.0,60,Business,13665.13,1,0,0.3937,2022-12-27,2022,Q4,1.863,6.376
BRW04610,38,Salaried,0.3,101890.98,348.0,60900.0,60,Debt Consolidation,10006.92,4,0,0.0196,2021-12-20,2021,Q4,0.307,2.5
BRW01651,41,Salaried,3.0,109203.46,448.0,67400.0,60,Debt Consolidation,18122.65,7,2,0.0332,2022-09-03,2022,Q3,1.225,2.5
BRW04055,40,Contract,3.9,76039.13,381.0,13800.0,36,Medical,13060.31,3,0,0.0573,2023-05-19,2023,Q2,5.029,4.273
BRW04311,22,Contract,9.4,29387.93,363.0,29300.0,60,Business,34494.11,3,2,0.2348,2021-04-28,2021,Q2,0.061,2.5
BRW02648,38,Retired,0.1,6857.96,310.0,36300.0,48,Business,19312.24,8,3,0.704,2022-12-22,2022,Q4,1.812,7.112
BRW04839,31,Salaried,4.0,26391.61,341.0,16500.0,36,Home Improvement,5035.11,5,0,0.0636,2022-11-07,2022,Q4,1.68,2.5
BRW04217,33,Salaried,4.4,67265.18,312.0,30900.0,36,Vacation,10873.37,4,4,0.0539,2023-09-16,2023,Q3,5.198,8.319
BRW01373,22,Salaried,9.2,41865.4,,27200.0,36,Medical,8984.39,2,1,0.0715,2023-11-16,2023,Q4,5.032,2.5
BRW00739,48,Contract,1.0,31819.44,300.0,64100.0,48,Debt Consolidation,12376.59,2,0,0.0972,2023-02-24,2023,Q1,5.222,5.62
BRW04873,40,Salaried,2.4,9378.0,354.0,93300.0,60,Debt Consolidation,9701.84,4,3,0.2069,2021-05-22,2021,Q2,0.077,2.629
BRW02473,24,Salaried,0.7,85345.15,304.0,28800.0,48,Debt Consolidation,13092.02,10,1,0.0384,2022-09-20,2022,Q3,1.718,3.333
BRW00867,41,Contract,0.6,27045.7,320.0,26900.0,84,Home Improvement,5804.01,4,3,0.0307,2021-09-10,2021,Q3,-0.139,2.5
BRW01140,35,Salaried,5.5,39945.1,303.0,35500.0,24,Medical,7328.49,4,1,0.0917,2021-11-26,2021,Q4,-0.024,2.5
BRW00997,44,Retired,3.7,30267.88,401.0,18100.0,120,Vacation,13290.67,3,2,0.0439,2023-06-19,2023,Q2,5.243,5.982
BRW01337,34,Salaried,3.8,136742.92,374.0,30800.0,120,Debt Consolidation,79364.89,5,0,0.058,2021-02-19,2021,Q1,0.402,2.5
BRW00541,26,Salaried,1.1,88071.0,347.0,22200.0,84,Education,40080.84,6,0,0.065,2023-11-27,2023,Q4,5.106,4.593
BRW01099,41,Retired,11.4,,342.0,47500.0,48,Home Improvement,13718.91,3,0,1.1432,2023-04-07,2023,Q2,5.056,10.745
BRW01132,54,Self-Employed,4.8,46584.36,402.0,14300.0,84,Vacation,6121.08,5,1,0.0188,2023-01-13,2023,Q1,5.005,5.869
BRW04881,51,Self-Employed,5.5,17477.23,340.0,172500.0,60,Medical,14034.83,1,4,0.1606,2022-01-14,2022,Q1,1.739,6.772
BRW02755,33,Salaried,0.4,63525.58,300.0,139300.0,24,Debt Consolidation,4774.01,10,3,0.0376,2023-03-18,2023,Q1,4.969,7.528
BRW02258,22,Salaried,6.7,32849.91,384.0,46500.0,60,Auto,20574.72,5,2,0.1253,2021-12-17,2021,Q4,0.09,2.5
BRW04044,47,Unemployed,7.8,7253.92,338.0,19700.0,60,Auto,12281.14,5,1,0.3386,2021-04-12,2021,Q2,0.319,5.725
BRW00059,47,Salaried,1.6,48760.58,375.0,24800.0,48,Education,16351.03,7,0,0.0838,2022-08-31,2022,Q3,1.529,2.5
BRW02925,40,Contract,3.5,118856.12,332.0,20700.0,120,Business,9132.06,4,2,0.0077,2022-02-06,2022,Q1,1.491,3.345
BRW01938,48,Self-Employed,3.7,31540.54,339.0,27800.0,12,Business,28834.36,4,0,0.9142,2022-07-10,2022,Q3,1.789,6.139
BRW02614,43,Retired,1.6,,337.0,21200.0,60,Business,8208.14,6,0,0.5472,2021-01-07,2021,Q1,0.036,2.5
BRW04966,28,Salaried,4.0,55330.03,307.0,36500.0,12,Home Improvement,107142.09,3,0,1.9364,2023-05-27,2023,Q2,5.086,12.71
BRW01078,53,Salaried,3.3,142683.36,300.0,29500.0,24,Home Improvement,11983.25,4,0,0.042,2023-12-30,2023,Q4,5.161,4.371
BRW02960,29,Contract,10.4,38164.43,,35500.0,36,Vacation,32601.6,7,0,0.2847,2023-11-05,2023,Q4,5.114,2.5
BRW03173,45,Self-Employed,0.9,22249.13,358.0,21900.0,36,Business,19745.97,3,0,0.2958,2022-10-22,2022,Q4,1.415,2.801
BRW04095,27,Retired,0.4,37393.33,300.0,22000.0,36,Auto,18537.02,7,0,0.1652,2022-10-12,2022,Q4,1.53,2.5
BRW00940,25,Contract,1.8,41264.2,353.0,29800.0,36,Debt Consolidation,9920.18,6,4,0.0801,2023-08-10,2023,Q3,4.88,7.513
BRW01080,34,Salaried,1.8,34710.5,380.0,45600.0,84,Debt Consolidation,16419.52,8,0,0.0676,2021-09-23,2021,Q3,-0.04,2.5
BRW00187,37,Salaried,1.0,180280.87,314.0,6500.0,36,Auto,19710.55,3,0,0.0364,2022-09-13,2022,Q3,1.444,2.5
BRW02673,32,Retired,4.3,26814.91,,34200.0,84,Vacation,6907.49,4,4,0.0368,2023-07-18,2023,Q3,4.785,4.581
BRW02085,25,Salaried,1.5,58070.41,375.0,17500.0,60,Debt Consolidation,2785.53,2,3,0.0096,2023-12-21,2023,Q4,4.95,6.036
BRW02249,47,Salaried,3.2,71543.78,370.0,114900.0,24,Business,2061.84,4,0,0.0144,2022-05-19,2022,Q2,1.632,2.5
BRW04920,54,Self-Employed,0.1,175672.8,365.0,28500.0,48,Home Improvement,7619.26,4,0,0.0108,2023-06-25,2023,Q2,5.088,5.059
BRW02023,24,Salaried,0.9,33155.95,339.0,35900.0,48,Debt Consolidation,18271.35,5,4,0.1378,2021-06-17,2021,Q2,0.04,3.465
BRW02721,32,Contract,1.3,148651.98,300.0,230500.0,36,Home Improvement,17811.15,5,1,0.0399,2023-12-10,2023,Q4,5.26,6.069
BRW01492,32,Salaried,4.1,,318.0,96400.0,24,Auto,2105.68,1,0,0.3509,2023-07-08,2023,Q3,4.962,7.486
BRW03660,34,Salaried,11.4,,356.0,24500.0,60,Debt Consolidation,1685.92,7,0,0.1124,2022-04-06,2022,Q2,1.761,2.5
BRW00226,38,Contract,1.0,57430.63,339.0,58200.0,24,Business,23727.07,1,0,0.2066,2021-06-06,2021,Q2,-0.078,2.5
BRW03352,42,Retired,2.4,80352.93,417.0,30800.0,48,Debt Consolidation,14660.43,8,0,0.0456,2021-07-05,2021,Q3,0.123,2.5
BRW01929,57,Retired,0.1,27635.89,390.0,20100.0,48,Home Improvement,3666.18,3,0,0.0332,2022-12-16,2022,Q4,1.339,2.5
BRW03100,30,Self-Employed,6.5,,362.0,32500.0,60,auto,19054.3,6,3,1.2703,2022-01-09,2022,Q1,1.412,10.239
BRW04515,28,Self-Employed,2.3,115051.58,300.0,34300.0,60,Debt Consolidation,10304.9,1,1,0.0179,2023-07-10,2023,Q3,5.106,7.583
BRW01404,47,Self-Employed,4.6,76306.76,354.0,21500.0,48,Business,30188.54,5,3,0.0989,2022-09-03,2022,Q3,1.714,4.154
BRW02179,38,Self-Employed,1.5,42832.32,317.0,49400.0,120,Education,15873.55,2,0,0.0371,2022-06-22,2022,Q2,1.775,2.5
